law_id	group	tier	name_zh	name_en	law_version	source_url	weight	note	articles	questions	family
ENV-208	ENV	2	既存固定污染源污染物排放量認可準則	Approval Guidelines for Pollutant Emission Amounts of Existing Stationary Pollution Sources	民國100年6月24日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020064	1		9	12	環保-空氣品質（含室內空品）
ENV-209	ENV	2	三級防制區既存固定污染源應削減污染物排放量準則	Guidelines for Pollutant Emission Reduction by Existing Stationary Pollution Sources in Class III Control Areas	民國109年7月10日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020126	1		4	6	環保-空氣品質（含室內空品）
ENV-05	ENV	1	噪音管制法	Noise Control Act	民國114年12月26日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030001	2		37	43	環保-噪音
ENV-06	ENV	1	噪音管制標準	Noise Control Standards	民國102年8月5日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030006	2		11	17	環保-噪音
ENV-39	ENV	1	噪音管制法施行細則	Enforcement Rules of the Noise Control Act	民國99年3月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030002	1		17	19	環保-噪音
ENV-40	ENV	1	環境音量標準	Environmental Noise Standards	民國99年1月21日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030014	2		6	6	環保-噪音
ENV-41	ENV	1	噪音管制區劃定作業準則	Guidelines for Designating Noise Control Zones	民國109年8月5日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030016	1		13	14	環保-噪音
ENV-42	ENV	1	易發生噪音設施設置及操作許可辦法	Regulations on Permits for Noise-Prone Facilities	民國99年7月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030007	1		17	17	環保-噪音
ENV-43	ENV	1	機動車輛噪音管制標準	Motor Vehicle Noise Control Standards	民國109年12月1日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030013	1		4	5	環保-噪音
ENV-109	ENV	2	民用航空器噪音管制標準	Noise Control Standards for Civil Aircraft	民國98年7月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030004	1		9	13	環保-噪音
ENV-130	ENV	2	陸上運輸系統噪音管制標準	Noise Control Standards for Land Transportation Systems	民國102年9月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030018	1		9	13	環保-噪音
ENV-138	ENV	2	違反噪音管制法按日連續處罰執行準則	Guidelines for the Execution of Consecutive Daily Fines for Violations of the Noise Control Act	民國99年3月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030019	1		9	10	環保-噪音
ENV-204	ENV	2	機動車輛排放空氣污染物及噪音檢驗測定機構管理辦法	Regulations Governing Testing Institutions for Motor Vehicle Air Pollutant Emissions and Noise	民國114年10月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0070004	1		33	42	環保-噪音
ENV-210	ENV	2	機動車輛噪音驗證核可準則	Guidelines for Verification and Approval of Motor Vehicle Noise	民國100年12月1日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0030015	1		11	13	環保-噪音
ENV-07	ENV	1	水污染防治法	Water Pollution Control Act	民國107年6月13日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040001	2		86	104	環保-水污染與飲用水
ENV-44	ENV	1	水污染防治法施行細則	Enforcement Rules of the Water Pollution Control Act	民國107年12月21日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040002	1		29	29	環保-水污染與飲用水
ENV-08	ENV	1	放流水標準	Effluent Standards	民國113年12月18日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040004	1		10	40	環保-水污染與飲用水
ENV-09	ENV	1	水污染防治措施及檢測申報管理辦法	Regulations on Water Pollution Control Measures and Monitoring Reporting	民國115年4月20日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040054	1		151	190	環保-水污染與飲用水
ENV-45	ENV	1	地面水體分類及水質標準	Surface Water Classification and Quality Standards	民國115年3月27日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040005	1		7	9	環保-水污染與飲用水
ENV-46	ENV	1	廢（污）水處理專責單位或人員設置及管理辦法	Regulations on Wastewater Treatment Dedicated Units and Personnel	民國110年2月5日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040070	2		28	28	環保-水污染與飲用水
ENV-47	ENV	1	水污染防治措施計畫及許可申請審查管理辦法	Regulations on Water Pollution Control Plans and Permit Review	民國115年3月24日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040055	1		63	64	環保-水污染與飲用水
ENV-48	ENV	1	事業或污水下水道系統排放廢（污）水緊急應變辦法	Regulations on Emergency Response for Wastewater Discharge	民國94年8月26日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040049	1		8	9	環保-水污染與飲用水
ENV-51	ENV	1	土壤處理標準	Soil Treatment Standards	民國95年10月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040031	1		32	33	環保-水污染與飲用水
ENV-49	ENV	1	飲用水管理條例	Drinking Water Management Act	民國95年1月27日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040010	1		38	40	環保-水污染與飲用水
ENV-50	ENV	1	飲用水水質標準	Drinking Water Quality Standards	民國113年11月25日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040019	1		11	21	環保-水污染與飲用水
ENV-154	ENV	2	海洋放流管線放流水標準	Effluent Standards for Ocean Outfall Pipelines	民國106年10月20日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040013	1		5	5	環保-水污染與飲用水
ENV-155	ENV	2	飲用水水源水質標準	Water Quality Standards for Drinking Water Sources	民國86年9月24日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040018	1		10	12	環保-水污染與飲用水
ENV-156	ENV	2	飲用水連續供水固定設備使用及維護管理辦法	Regulations Governing the Use and Maintenance of Fixed Equipment for Continuous Drinking Water Supply	民國95年7月7日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040014	1		11	12	環保-水污染與飲用水
ENV-157	ENV	2	飲用水管理條例施行細則	Enforcement Rules of the Drinking Water Management Act	民國95年8月7日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040016	1		24	24	環保-水污染與飲用水
ENV-158	ENV	2	違反水污染防治法按次處罰通知限期改善或補正執行準則	Guidelines for the Execution of Per-Violation Fines and Notices to Improve or Correct within a Specified Period for Violations of the Water Pollution Control Act	民國104年8月24日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040065	1		11	15	環保-水污染與飲用水
ENV-159	ENV	2	違反水污染防治法罰鍰額度裁罰準則	Guidelines for Determining Fine Amounts for Violations of the Water Pollution Control Act	民國113年11月7日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040056	1		8	12	環保-水污染與飲用水
ENV-160	ENV	2	違反飲用水管理條例按日連續處罰執行準則	Guidelines for the Execution of Consecutive Daily Fines for Violations of the Drinking Water Management Act	民國95年8月7日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040052	1		9	11	環保-水污染與飲用水
ENV-161	ENV	2	預鑄式建築物污水處理設施管理辦法	Regulations Governing Sewage Treatment Facilities for Prefabricated Buildings	民國98年9月17日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040047	1		17	22	環保-水污染與飲用水
ENV-162	ENV	2	廢（污）水處理專責人員違反水污染防治法罰鍰額度裁罰準則	Guidelines for Determining Fine Amounts for Wastewater Treatment Dedicated Personnel in Violation of the Water Pollution Control Act	民國105年5月19日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040069	1		5	6	環保-水污染與飲用水
ENV-211	ENV	2	飲用水水質處理藥劑申請公告作業準則	Operational Guidelines for Application and Announcement of Drinking Water Treatment Chemicals	民國103年8月15日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040050	1		9	10	環保-水污染與飲用水
ENV-212	ENV	2	飲用水水源水質或淨水處理改善計畫審核準則	Guidelines for Review of Drinking Water Source Quality or Water Treatment Improvement Plans	民國95年7月4日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040051	1		7	9	環保-水污染與飲用水
ENV-222	ENV	2	土壤底泥及地下水污染物檢驗測定品質管制準則	Quality Control Guidelines for Testing of Soil, Sediment, and Groundwater Pollutants	民國100年9月8日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110016	1		8	11	環保-水污染與飲用水
ENV-223	ENV	2	辦理土壤及地下水污染場址整治目標公聽會作業準則	Operational Guidelines for Public Hearings on Remediation Goals for Soil and Groundwater Pollution Sites	民國105年1月22日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110019	1		13	17	環保-水污染與飲用水
ENV-10	ENV	1	廢棄物清理法	Waste Disposal Act	民國115年7月15日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050001	3		91	99	環保-廢棄物與資源循環
ENV-52	ENV	1	廢棄物清理法施行細則	Enforcement Rules of the Waste Disposal Act	民國108年11月6日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050036	1		20	20	環保-廢棄物與資源循環
ENV-11	ENV	1	事業廢棄物貯存清除處理方法及設施標準	Standards for Storage, Clearance and Disposal of Industrial Waste	民國112年11月1日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050005	2		52	57	環保-廢棄物與資源循環
ENV-53	ENV	1	有害事業廢棄物認定標準	Standards for Defining Hazardous Industrial Waste	民國109年2月21日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050023	2		7	8	環保-廢棄物與資源循環
ENV-54	ENV	1	公民營廢棄物清除處理機構許可管理辦法	Regulations on Permits for Public and Private Waste Clearance and Disposal Organizations	民國113年5月17日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050039	2		39	39	環保-廢棄物與資源循環
ENV-55	ENV	1	事業廢棄物清理計畫書審查管理辦法	Regulations on Review of Industrial Waste Disposal Plans	民國114年7月10日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050084	1		21	23	環保-廢棄物與資源循環
ENV-56	ENV	1	廢棄物清理專業技術人員管理辦法	Regulations on Waste Disposal Professional Technicians	民國111年11月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050053	1		9	9	環保-廢棄物與資源循環
ENV-57	ENV	1	一般廢棄物回收清除處理辦法	Regulations on General Waste Recycling, Clearance and Disposal	民國114年1月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050024	1		48	48	環保-廢棄物與資源循環
ENV-58	ENV	1	應回收廢棄物責任業者管理辦法	Regulations on Responsible Enterprises for Recyclable Waste	民國113年12月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050062	1		19	19	環保-廢棄物與資源循環
ENV-59	ENV	1	事業委託清理之相當注意義務認定準則	Guidelines on Due Care in Entrusting Waste Disposal	民國110年2月23日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050085	1		9	12	環保-廢棄物與資源循環
ENV-60	ENV	1	環境部事業廢棄物再利用管理辦法	MOENV Regulations on Industrial Waste Reuse	民國114年3月6日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050082	1		24	24	環保-廢棄物與資源循環
ENV-61	ENV	1	共通性事業廢棄物再利用管理辦法	Regulations on Reuse of Common Industrial Waste	民國115年6月2日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050086	1		17	17	環保-廢棄物與資源循環
ENV-24	ENV	3	資源循環推動法	Resource Circulation Promotion Act	民國115年6月17日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050049	1		52	52	環保-廢棄物與資源循環
ENV-62	ENV	1	資源回收再利用法施行細則	Enforcement Rules of the Resource Recycling Act	民國92年8月27日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050076	1		19	19	環保-廢棄物與資源循環
ENV-12	ENV	1	營建剩餘土石方處理方案	Construction Surplus Soil and Rock Disposal Program	民國113年5月15日	https://glrs.moi.gov.tw/LawContent.aspx?id=FL003875	2		0	25	環保-廢棄物與資源循環
ENV-167	ENV	2	共通性事業廢棄物作為固體再生燃料原料再利用管理辦法	Regulations Governing the Reuse of Common Industrial Waste as Raw Material for Solid Recovered Fuel	民國114年1月17日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050091	1		23	24	環保-廢棄物與資源循環
ENV-168	ENV	2	再生資源再使用管理辦法	Regulations Governing the Reuse of Recycled Resources	民國114年11月21日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050073	1		19	20	環保-廢棄物與資源循環
ENV-169	ENV	2	再生資源限制或禁止輸入輸出管理辦法	Regulations Governing the Restriction or Prohibition of Import and Export of Recycled Resources	民國92年7月2日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050074	1		13	13	環保-廢棄物與資源循環
ENV-170	ENV	2	有害事業廢棄物檢測及紀錄管理辦法	Regulations Governing the Testing and Recording of Hazardous Industrial Waste	民國109年2月21日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0070006	1		8	11	環保-廢棄物與資源循環
ENV-171	ENV	2	事業自行清除處理事業廢棄物許可管理辦法	Regulations Governing Permits for Enterprises to Self-Clear and Dispose of Industrial Waste	民國110年9月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050069	1		18	20	環保-廢棄物與資源循環
ENV-172	ENV	2	事業廢棄物處理設施餘裕處理容量許可管理辦法	Regulations Governing Permits for Surplus Treatment Capacity of Industrial Waste Treatment Facilities	民國111年7月20日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050045	1		18	23	環保-廢棄物與資源循環
ENV-173	ENV	2	事業廢棄物輸入輸出管理辦法	Regulations Governing the Import and Export of Industrial Waste	民國114年6月10日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050016	1		41	48	環保-廢棄物與資源循環
ENV-174	ENV	2	依促進民間參與公共建設法設置之廢棄物清除處理設施管理辦法	Regulations Governing Waste Clearance and Disposal Facilities Established under the Act for Promotion of Private Participation in Infrastructure Projects	民國91年6月26日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050047	1		17	18	環保-廢棄物與資源循環
ENV-175	ENV	2	指定公營事業設置廢棄物清除處理設施管理辦法	Regulations Governing the Establishment of Waste Clearance and Disposal Facilities by Designated State-run Enterprises	民國91年7月10日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050050	1		15	17	環保-廢棄物與資源循環
ENV-176	ENV	2	違反廢棄物清理法按日連續處罰執行準則	Guidelines for the Execution of Consecutive Daily Fines for Violations of the Waste Disposal Act	民國91年5月1日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050043	1		10	10	環保-廢棄物與資源循環
ENV-177	ENV	2	違反廢棄物清理法罰鍰額度裁罰準則	Guidelines for Determining Fine Amounts for Violations of the Waste Disposal Act	民國110年3月18日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050090	1		6	7	環保-廢棄物與資源循環
ENV-178	ENV	2	廢容器回收貯存清除處理方法及設施標準	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Containers	民國103年12月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050054	1		13	16	環保-廢棄物與資源循環
ENV-179	ENV	2	廢乾電池回收貯存清除處理方法及設施標準	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Dry-cell Batteries	民國105年4月8日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050059	1		8	12	環保-廢棄物與資源循環
ENV-180	ENV	2	廢照明光源回收貯存清除處理方法及設施標準	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Lighting Sources	民國110年7月14日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050056	1		13	16	環保-廢棄物與資源循環
ENV-181	ENV	2	廢鉛蓄電池回收貯存清除處理方法及設施標準	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Lead-acid Batteries	民國96年2月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050061	1		8	10	環保-廢棄物與資源循環
ENV-182	ENV	2	廢電子電器暨廢資訊物品回收貯存清除處理方法及設施標準	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Electronic and Electrical Equipment and Waste Information Products	民國107年7月13日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050079	1		12	17	環保-廢棄物與資源循環
ENV-183	ENV	2	廢輪胎回收貯存清除處理方法及設施標準	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Tires	民國103年5月20日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050060	1		9	11	環保-廢棄物與資源循環
ENV-184	ENV	2	廢機動車輛回收貯存清除處理方法及設施標準	Standards for the Recycling, Storage, Clearance, and Disposal Methods and Facilities for Waste Motor Vehicles	民國97年1月4日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050064	1		8	13	環保-廢棄物與資源循環
ENV-185	ENV	2	應回收廢棄物回收清除處理補貼申請審核管理辦法	Regulations Governing the Application and Review of Subsidies for the Recycling, Clearance, and Disposal of Mandatory Recyclable Waste	民國107年9月7日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050057	1		22	29	環保-廢棄物與資源循環
ENV-186	ENV	2	應回收廢棄物回收處理業管理辦法	Regulations Governing Recycling and Disposal Enterprises of Mandatory Recyclable Waste	民國115年7月13日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050051	1		27	31	環保-廢棄物與資源循環
ENV-187	ENV	2	環境部再生資源再生利用管理辦法	Regulations Governing the Recycling and Reuse of Recycled Resources by the Ministry of Environment	民國114年12月8日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0050072	1		19	22	環保-廢棄物與資源循環
ENV-19	ENV	2	土壤及地下水污染整治法	Soil and Groundwater Pollution Remediation Act	民國99年2月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110001	1		57	84	環保-土壤及地下水
ENV-77	ENV	2	土壤及地下水污染整治法施行細則	Enforcement Rules of the Soil and Groundwater Pollution Remediation Act	民國99年12月31日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110002	1		29	31	環保-土壤及地下水
ENV-78	ENV	2	土壤污染管制標準	Soil Pollution Control Standards	民國100年1月31日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110005	2		8	10	環保-土壤及地下水
ENV-79	ENV	2	地下水污染管制標準	Groundwater Pollution Control Standards	民國114年12月23日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110006	2		7	8	環保-土壤及地下水
ENV-80	ENV	2	土壤污染監測標準	Soil Pollution Monitoring Standards	民國100年1月31日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110012	1		6	6	環保-土壤及地下水
ENV-81	ENV	2	地下水污染監測標準	Groundwater Pollution Monitoring Standards	民國102年12月18日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110013	1		7	8	環保-土壤及地下水
ENV-82	ENV	2	土壤及地下水污染場址初步評估暨處理等級評定辦法	Regulations on Preliminary Assessment and Grading of Contaminated Sites	民國102年4月24日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110022	1		10	11	環保-土壤及地下水
ENV-83	ENV	2	防止貯存系統污染地下水體設施及監測設備設置管理辦法	Regulations on Storage System Groundwater Protection Facilities and Monitoring	民國111年10月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110010	1		33	34	環保-土壤及地下水
ENV-201	ENV	2	土壤污染評估調查人員管理辦法	Regulations Governing Personnel for Soil Pollution Assessment and Investigation	民國111年10月19日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110014	1		14	20	環保-土壤及地下水
ENV-202	ENV	2	土壤污染評估調查及檢測作業管理辦法	Regulations Governing Soil Pollution Assessment, Investigation, and Testing Operations	民國114年12月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110017	1		18	22	環保-土壤及地下水
ENV-203	ENV	2	污染土地關係人之善良管理人注意義務認定準則	Guidelines for Determining the Duty of Care of a Prudent Administrator for Persons Related to Contaminated Land	民國102年11月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110021	1		13	14	環保-土壤及地下水
ENV-20	ENV	2	毒性及關注化學物質管理法	Toxic and Concerned Chemical Substances Control Act	民國108年1月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060012	1		75	83	環保-毒性化學物質與環境用藥
ENV-67	ENV	2	毒性及關注化學物質管理法施行細則	Enforcement Rules of the Toxic and Concerned Chemical Substances Control Act	民國108年9月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060013	1		19	19	環保-毒性化學物質與環境用藥
ENV-68	ENV	2	毒性及關注化學物質危害預防及應變計畫作業辦法	Regulations on Hazard Prevention and Response Plans for Toxic and Concerned Chemicals	民國109年10月21日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060035	2		11	12	環保-毒性化學物質與環境用藥
ENV-69	ENV	2	毒性及關注化學物質專業技術管理人員設置及管理辦法	Regulations on Professional Technical Managers for Toxic and Concerned Chemicals	民國108年12月25日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060046	2		18	18	環保-毒性化學物質與環境用藥
ENV-70	ENV	2	毒性及關注化學物質標示與安全資料表管理辦法	Regulations on Labeling and SDS for Toxic and Concerned Chemicals	民國111年11月4日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060037	1		19	19	環保-毒性化學物質與環境用藥
ENV-71	ENV	2	毒性及關注化學物質運送管理辦法	Regulations on Transport of Toxic and Concerned Chemicals	民國109年1月22日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060015	1		18	18	環保-毒性化學物質與環境用藥
ENV-72	ENV	2	毒性及關注化學物質許可登記核可管理辦法	Regulations on Permits, Registration and Approval of Toxic and Concerned Chemicals	民國113年6月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060038	1		24	24	環保-毒性化學物質與環境用藥
ENV-73	ENV	2	毒性及關注化學物質運作與釋放量紀錄管理辦法	Regulations on Operation and Release Records of Toxic and Concerned Chemicals	民國108年12月25日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060039	1		11	11	環保-毒性化學物質與環境用藥
ENV-74	ENV	2	毒性及關注化學物質應變器材與偵測警報設備管理辦法	Regulations on Response Equipment and Detection Alarms for Toxic and Concerned Chemicals	民國109年1月13日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060036	1		16	16	環保-毒性化學物質與環境用藥
ENV-75	ENV	2	新化學物質及既有化學物質資料登錄辦法	Regulations on Registration of New and Existing Chemical Substances	民國110年11月23日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060043	1		32	32	環保-毒性化學物質與環境用藥
ENV-76	ENV	2	環境用藥管理法	Environmental Agents Control Act	民國105年12月7日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060001	1		60	60	環保-毒性化學物質與環境用藥
ENV-188	ENV	2	毒性及關注化學物質災害事故應變車輛管理辦法	Regulations Governing Emergency Response Vehicles for Disasters and Accidents Involving Toxic and Concerned Chemical Substances	民國112年7月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060045	1		13	13	環保-毒性化學物質與環境用藥
ENV-189	ENV	2	毒性及關注化學物質災害與懸浮微粒物質災害救助種類及標準	Types and Standards for Disaster Relief for Disasters Involving Toxic and Concerned Chemical Substances and Suspended Particulate Matter	民國111年11月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060017	1		9	10	環保-毒性化學物質與環境用藥
ENV-190	ENV	2	毒性及關注化學物質專業應變人員管理辦法	Regulations Governing Professional Emergency Response Personnel for Toxic and Concerned Chemical Substances	民國109年11月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060053	1		25	27	環保-毒性化學物質與環境用藥
ENV-191	ENV	2	毒性及關注化學物質環境事故專業應變諮詢機關（構）認證及管理辦法	Regulations Governing the Accreditation and Management of Professional Emergency Response Consultation Agencies (Institutions) for Environmental Incidents Involving Toxic and Concerned Chemical Substances	民國109年3月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060051	1		18	18	環保-毒性化學物質與環境用藥
ENV-192	ENV	2	病媒防治業管理辦法	Regulations Governing the Vector Control Industry	民國105年12月30日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060011	1		13	15	環保-毒性化學物質與環境用藥
ENV-193	ENV	2	違反毒性及關注化學物質管理法罰鍰額度裁罰準則	Guidelines for Determining Fine Amounts for Violations of the Toxic and Concerned Chemical Substances Control Act	民國110年8月30日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060050	1		6	7	環保-毒性化學物質與環境用藥
ENV-194	ENV	2	遺傳工程環境用藥微生物製劑開發試驗研究管理辦法	Regulations Governing the Development, Testing, and Research of Genetically Engineered Environmental Pesticide Microbial Preparations	民國95年6月12日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060009	1		10	10	環保-毒性化學物質與環境用藥
ENV-195	ENV	2	環境用藥工廠設廠標準	Standards for the Establishment of Environmental Pesticide Factories	民國95年7月10日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060010	1		12	12	環保-毒性化學物質與環境用藥
ENV-196	ENV	2	環境用藥專業技術人員設置管理辦法	Regulations Governing the Assignment and Management of Professional Technical Personnel for Environmental Pesticides	民國112年3月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060007	1		18	18	環保-毒性化學物質與環境用藥
ENV-197	ENV	2	環境用藥貯存置放使用管理辦法	Regulations Governing the Storage, Placement, and Use of Environmental Pesticides	民國95年6月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060021	1		12	12	環保-毒性化學物質與環境用藥
ENV-198	ENV	2	環境用藥微生物製劑使用於生態及水源保育或保護區運作管理辦法	Regulations Governing the Use of Microbial Pesticide Preparations in Ecological and Water Source Conservation or Protected Areas	民國95年6月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060020	1		5	5	環保-毒性化學物質與環境用藥
ENV-199	ENV	2	環境用藥管理法施行細則	Enforcement Rules of the Environmental Pesticide Control Act	民國95年8月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060006	1		4	4	環保-毒性化學物質與環境用藥
ENV-200	ENV	2	環境用藥廣告管理辦法	Regulations Governing Advertising of Environmental Pesticides	民國95年7月25日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060031	1		6	6	環保-毒性化學物質與環境用藥
ENV-214	ENV	2	環境用藥原體轉讓申請作業準則	Operational Guidelines for Application for Transfer of Environmental Agent Technical Materials	民國95年7月4日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060023	1		7	8	環保-毒性化學物質與環境用藥
ENV-215	ENV	2	環境用藥專供輸出申請作業準則	Operational Guidelines for Application for Environmental Agents Exclusively for Export	民國95年7月6日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060026	1		6	7	環保-毒性化學物質與環境用藥
