id	law_group	law_id	law	article	law_version	category	difficulty	q_zh	a_zh	b_zh	c_zh	d_zh	q_en	a_en	b_en	c_en	d_en	answer	explain_zh	explain_en	status	batch	reviewer	review_note
OSH-0766	OSH	OSH-07	職業安全衛生設施規則	第305條	民國115年6月30日	設施規則-溫濕度	1	對於已加熱之窯爐，本規則就勞工進入其內部作業有何規定？	非在適當冷卻後不得使勞工進入其內部從事作業	應由勞工自行以手觸摸爐壁判斷是否得以進入	得於加熱狀態下進入，惟每次不得超過十分鐘	得於加熱狀態下進入，惟應佩戴隔熱防護衣物	What applies to entering a kiln that has been heated?	Workers may not enter inside until it has been suitably cooled down	Workers judge by touching the kiln wall whether they may enter it	Workers may enter while hot for no more than ten minutes each time	Workers may enter while hot provided heat resistant clothing is worn	a	第305條：雇主對於已加熱之窯爐，非在適當冷卻後不得使勞工進入其內部從事作業。第308條並規定坑內溫度應保持在攝氏三十七度以下。	Article 305 bars entry until the kiln has cooled appropriately.	draft	11		
OSH-0767	OSH	OSH-07	職業安全衛生設施規則	第306條	民國115年6月30日	設施規則-溫濕度	3	人工濕潤工作場所於何種溫度條件下，應立即停止人工濕潤？	濕球溫度超過攝氏二十度，或濕球與乾球溫度相差攝氏○．五度以下	乾球溫度超過攝氏二十七度，或濕球與乾球溫度相差攝氏五度以上時	濕球溫度超過攝氏三十七度，或濕球與乾球溫度相差攝氏三度以下時	濕球溫度超過攝氏二十七度，或濕球與乾球溫度相差攝氏一．四度以下時	When must artificial humidification be stopped at once?	Wet bulb above 20 degrees Celsius, or the two bulbs differing by 0.5 degrees or less	Dry bulb above 27 degrees Celsius, or the two bulbs differing by 5 degrees or more	Wet bulb above 37 degrees Celsius, or the two bulbs differing by 3 degrees or less	Wet bulb above 27 degrees Celsius, or wet and dry bulb differing by 1.4 degrees or less	d	第306條：作業上必須實施人工濕潤時，應使用清潔之水源噴霧，並避免噴霧器及其過濾裝置受細菌及其他化學物質之污染；人工濕潤工作場所濕球溫度超過攝氏二十七度，或濕球與乾球溫度相差攝氏一．四度以下時，應立即停止人工濕潤。	Article 306: wet bulb over 27 degrees, or a wet and dry bulb gap of 1.4 degrees or less.	draft	11		
OSH-0768	OSH	OSH-07	職業安全衛生設施規則	第307條	民國115年6月30日	設施規則-溫濕度	1	對中央空調系統採用噴霧處理時，本規則就噴霧器及其過濾裝置有何規定？	應設置於室外並與空調主機分開設置	應避免受細菌及其他化學物質之污染	應每日拆卸清洗一次並記錄於檢點表	應使用蒸餾水作為噴霧之唯一水源者	What applies to sprayers and filters in a central air conditioning system?	They must sit outdoors and be separated from the main air handling unit	They must be kept free from bacterial and other chemical contamination	They must be dismantled and washed daily and entered on a check sheet	Distilled water must be the only water source used for the spraying	b	第307條：對中央空調系統採用噴霧處理時，噴霧器及其過濾裝置，應避免受細菌及其他化學物質之污染。第306條就人工濕潤之噴霧器亦有相同要求。	Article 307 requires them to be kept free of bacterial and chemical contamination.	draft	11		
OSH-0769	OSH	OSH-07	職業安全衛生設施規則	第308條	民國115年6月30日	設施規則-高溫	2	坑內之溫度應保持在攝氏幾度以下？超過時應使勞工停止作業？	三十七度	三十度	四十度	三十五度	Underground (pit) temperature shall be kept below what, above which work must stop?	37°C	30°C	40°C	35°C	a	第308條：坑內之溫度應保持在攝氏三十七度以下；溫度在三十七度以上時應使勞工停止作業。但已採取防止高溫危害措施、從事救護或搶救作業者不在此限。	Article 308: below 37°C; at 37°C or above workers must stop, except with heat-hazard controls or during rescue work.	draft	2		
OSH-0770	OSH	OSH-07	職業安全衛生設施規則	第309條	民國115年6月30日	設施規則-通風	2	勞工經常作業之室內作業場所，每一勞工原則上應有多少立方公尺以上之空間（設備及高度超過四公尺之空間不計）？	十五立方公尺	十立方公尺	二十立方公尺	五立方公尺	In indoor workplaces where workers regularly work, each worker shall in principle have at least how much space (excluding equipment and space above 4 m)?	15 m³	10 m³	20 m³	5 m³	b	第309條：除設備及自地面算起高度超過四公尺以上之空間不計外，每一勞工原則上應有十立方公尺以上之空間。	Article 309: at least 10 m³ per worker, excluding equipment and space higher than 4 m above the floor.	draft	2		
OSH-0771	OSH	OSH-07	職業安全衛生設施規則	第310條	民國115年6月30日	設施規則-通風換氣	2	對於坑內或儲槽內部作業，本規則就通風設備有何規定？	應設置適當之機械通風設備；坑內以自然換氣能充分供應必要空氣量者除外	應由勞工佩戴空氣呼吸器作業，即得免設置任何通風之設備	得以開啟人孔蓋方式自然換氣，本規則未要求設置機械通風	應設置適當之機械通風設備，且不論換氣狀況均無例外之規定	What ventilation is required for work inside pits or tanks?	Suitable mechanical ventilation, unless natural airflow in a pit supplies enough air	Air respirators worn by workers, so that no ventilation equipment is needed	Opening the manhole cover for natural airflow, as no mechanical unit is required	Suitable mechanical ventilation, with no exception whatever the airflow is	a	第310條：雇主對坑內或儲槽內部作業，應設置適當之機械通風設備；但坑內作業場所以自然換氣能充分供應必要之空氣量者，不在此限。第29條之5並就局限空間規定通風換氣設備應維持連續有效運轉。	Article 310 exempts pits where natural ventilation supplies sufficient air.	draft	11		
OSH-0772	OSH	OSH-07	職業安全衛生設施規則	第311條	民國115年6月30日	設施規則-通風	3	室內作業場所可直接與大氣相通之開口部分面積，應為地板面積之幾分之一以上？	十分之一	二十分之一	三十分之一	五十分之一	Openings of an indoor workplace communicating directly with outside air shall be at least what fraction of the floor area?	1/10	1/20	1/30	1/50	b	第311條：窗戶及其他開口部分面積應為地板面積之二十分之一以上（設有充分換氣能力之機械通風設備者除外）；氣溫在十度以下換氣時不得使勞工暴露於每秒一公尺以上之氣流中。	Article 311: at least 1/20 of the floor area, unless mechanical ventilation of sufficient capacity is installed; when ventilating at 10°C or below, air speed on workers must not exceed 1 m/s.	draft	2		
OSH-0773	OSH	OSH-07	職業安全衛生設施規則	第312條	民國115年6月30日	設施規則-通風換氣	3	以機械通風設備換氣時，工作場所每一勞工所佔空間未滿五．七立方公尺者，每分鐘每一勞工所需新鮮空氣為多少？	○．六立方公尺以上	○．三立方公尺以上	○．一四立方公尺以上	○．四立方公尺以上	Where each worker has under 5.7 cubic metres, how much fresh air per minute?	0.6 cubic metres or more	0.3 cubic metres or more	0.14 cubic metres or more	0.4 cubic metres or more	a	第312條附表：每一勞工所佔立方公尺數未滿五．七者，每分鐘每一勞工所需新鮮空氣○．六立方公尺以上；五．七以上未滿十四．二者○．四以上；十四．二以上未滿二八．三者○．三以上；二八．三以上者○．一四以上。	Article 312 table: 0.6 cubic metres per worker per minute.	draft	11		
OSH-0774	OSH	OSH-07	職業安全衛生設施規則	第313條	民國115年6月30日	設施規則-採光照明	3	依設施規則第313條照度表，一般辦公場所之人工照明應達多少米燭光以上？	五百米燭光	三百米燭光	二百米燭光	一百米燭光	Per the illumination table of Article 313, general offices require artificial lighting of at least:	500 lux	300 lux	200 lux	100 lux	b	第313條表：室外走道二十米燭光；走道樓梯倉庫五十；機械鍋爐房更衣室廁所一百；須細辨物體二百；須精辨物體及一般辦公場所三百；須極細辨五百至一千；極精辨對襯不良一千以上。窗面面積比率不得小於室內地面十分之一。	Article 313 table: outdoor walkways 20 lux; corridors/stairs/warehouses 50; machine rooms, changing rooms, toilets 100; fine work 200; precise work and general offices 300; very fine work 500–1,000; extremely fine work 1,000+. Window area at least 1/10 of floor area.	draft	2		
OSH-0775	OSH	OSH-07	職業安全衛生設施規則	第314條	民國115年6月30日	設施規則-採光照明	2	下列何者屬本規則第314條所定應保持適當照明、遇有損壞應即修復之場所？	僅限於一般辦公室及會議室等室內辦公使用之場所而已	階梯、升降機及出入口，以及高度二公尺以上之勞工作業場所	僅限於處理感光材料之暗房及坑內等特殊作業之場所	僅限於室外走道及廠區周界圍牆等戶外之通行場所者	Which place must keep suitable lighting and be repaired when damaged?	Only indoor offices and meeting rooms used for general office work	Stairs, lifts and entrances, and work places at a height of two metres or more	Only darkrooms handling photosensitive material and pits underground	Only outdoor walkways and the perimeter walls around the plant site	b	第314條列舉應保持適當照明且損壞應即修復之場所：階梯、升降機及出入口；電氣機械器具操作部分；高壓電氣、配電盤處；高度二公尺以上之勞工作業場所；堆積或拆卸作業場所；修護鋼軌或軌道車輛更換連接作業場所；及其他易因光線不足引起災害之場所。	Article 314 lists seven categories including stairs, lifts and high work places.	draft	11		
OSH-0776	OSH	OSH-07	職業安全衛生設施規則	第315條	民國115年6月30日	設施規則-清潔	1	對於勞工工作場所之清潔，本規則規定應如何辦理？	應僅就餐廳及廚房區域保持清潔，作業區域得依實際需要辦理	應經常保持清潔，並防止鼠類、蚊蟲及其他病媒對勞工健康之危害	應每季實施大掃除一次，病媒防治則委由當地衛生機關辦理	應於每年夏季實施病媒消毒一次，其餘時間由勞工自行維護	What does the rule require for workplace cleanliness?	Keep only the canteen and kitchen clean, with work areas cleaned as needed	Keep it constantly clean and prevent rodents, mosquitoes and other vectors	Do a thorough clean each quarter and leave vector control to the health agency	Disinfect against vectors each summer, with workers maintaining it otherwise	b	第315條：雇主對於勞工工作場所，應經常保持清潔，並防止鼠類、蚊蟲及其他病媒等對勞工健康之危害。第316條、第317條並就生物病原體污染及有害物污染場所之消毒清洗有規定。	Article 315 requires constant cleanliness and vector control.	draft	11		
OSH-0777	OSH	OSH-07	職業安全衛生設施規則	第316條	民國115年6月30日	設施規則-清潔	1	工作場所之底板、周圍牆壁、容器等有被生物病原體污染之虞者，應如何辦理？	應予適當消毒	應予立即拆除更換	應予塗布防水塗料	應予標示使用年限	What applies to floors, walls or vessels possibly contaminated by pathogens?	They must be suitably disinfected	They must be removed and replaced	They must be coated with waterproof paint	They must be marked with a service life	a	第316條：雇主對於勞工工作場所之底板、周圍牆壁、容器等有被生物病原體污染之虞者，應予適當消毒。第296條並就受生物病原體污染物品之消毒殺菌處理有規定。	Article 316 requires suitable disinfection.	draft	11		
OSH-0778	OSH	OSH-07	職業安全衛生設施規則	第317條	民國115年6月30日	設施規則-清潔	2	對於受有害物或具有惡臭物污染之場所，本規則就地板及周圍牆壁有何規定？	應鋪設地毯或軟質墊材，以降低勞工作業之疲勞程度	應採用吸水性良好之材料，以利吸收污染物後再清除	應每年重新粉刷一次，並將粉刷紀錄保存三年備查用	應採用排水良好之適當構造，或使用不浸透性材料塗布	What applies to floors and walls at places fouled by harmful or foul substances?	Carpet or soft matting so as to reduce fatigue for the working staff	Highly absorbent material so contaminants soak in and are then removed	Repainting once a year, with the painting records kept for three years	A structure with good drainage, or a coating of impermeable material	d	第317條：雇主對於受有害物或具有惡臭物污染之場所，應予適當之清洗；該工作場所之地板及周圍牆壁，應採用排水良好之適當構造，或使用不浸透性材料塗布。	Article 317 requires good drainage or impermeable coatings, plus cleaning.	draft	11		
OSH-0779	OSH	OSH-07	職業安全衛生設施規則	第318條	民國115年6月30日	設施規則-清潔	3	刺激物、腐蝕性物質或毒性物質污染之工作場所，每幾人應設置一個冷熱水沖淋設備？每幾人設置一個冷熱水盥洗設備？	每十五人沖淋；每五人盥洗	每五人沖淋；每二人盥洗	每十人沖淋；每三人盥洗	每二十人沖淋；每十人盥洗	In workplaces contaminated by irritants, corrosives or toxic substances, one hot/cold shower is required per how many workers, and one washing facility per how many?	Shower per 15; washing facility per 5	Shower per 5; washing facility per 2	Shower per 10; washing facility per 3	Shower per 20; washing facility per 10	a	第318條：刺激物、腐蝕性物質或毒性物質污染之工作場所，每十五人應設置一個冷熱水沖淋設備，每五人應設置一個冷熱水盥洗設備。	Article 318: one hot-and-cold shower per 15 workers and one hot-and-cold washing facility per 5 workers.	draft	2		
OSH-0780	OSH	OSH-07	職業安全衛生設施規則	第319條	民國115年6月30日	設施規則-清潔	3	男用廁所之大便器數目，以同時作業男工每幾人以內設置一個以上為原則？廁所與廚房及食堂應距離多少公尺以上？	五十人；十公尺	十五人；二十公尺	十人；五十公尺	二十五人；三十公尺	Men's toilets: at least one water closet per how many male workers, and toilets at least how far from kitchens and dining rooms?	50; 10 m	15; 20 m	10; 50 m	25; 30 m	d	第319條：男用大便器每二十五人以內一個（最少不低於六十人一個）；男用小便器每十五人一個；女用大便器每十五人一個；廁所與廚房及食堂應距離三十公尺以上（衛生沖水式除外）；每日清洗一次、每週消毒一次。	Article 319: one WC per 25 men (minimum one per 60); one urinal per 15 men; one WC per 15 women; toilets at least 30 m from kitchens and dining rooms (except flush toilets); cleaned daily and disinfected weekly.	draft	2		
OSH-0781	OSH	OSH-07	職業安全衛生設施規則	第320條	民國115年6月30日	設施規則-清潔	1	雇主供應勞工飲用水時，下列何者正確？	可設置共用杯具以節省成本	不得設置共用之杯具	水源不需檢驗	工業用水可作飲用水	When providing drinking water, which is correct?	Shared cups are fine to save cost	No shared cups may be provided	Water sources need no testing	Industrial water can be used for drinking	b	第320條：飲水處所及容器應保持清潔並加蓋；不得設置共用之杯具；飲用水應符合飲用水水質衛生標準，非自來水水源應定期檢驗合格；非飲用水之水源應有明顯標誌。	Article 320: keep dispensers clean and covered; no shared cups; water must meet drinking-water standards and non-tap sources must be tested regularly; label non-potable sources.	draft	2		
OSH-0782	OSH	OSH-07	職業安全衛生設施規則	第321條	民國115年6月30日	設施規則-衛生	1	職業安全衛生設施規則第321條之現行條文內容為何？	規定連續站立作業應設置適當之坐具者	規定廁所與廚房食堂應距離三十公尺以上	本條已刪除，目前並無任何規定內容	規定餐廳面積每人應在一平方公尺以上	What does Article 321 of the Rules currently provide?	It requires seats for workers who must stand continuously	It requires toilets to be thirty metres from the kitchen	The article is deleted and holds no content at present	It requires one square metre of canteen space per person	c	第321條業經刪除。餐廳面積規定見第322條，廁所與廚房距離規定見第319條，連續站立作業之坐具規定見第324條之5。	Article 321 has been deleted.	draft	11		
OSH-0783	OSH	OSH-07	職業安全衛生設施規則	第322條	民國115年6月30日	設施規則-清潔	3	餐廳面積應以同時進餐之人數每人多少平方公尺以上為原則？通風窗面積不得少於總面積百分之多少？	一．五平方公尺；百分之五	二平方公尺；百分之二十	○．五平方公尺；百分之十	一平方公尺；百分之十二	A dining room should provide at least how much area per person eating at the same time, and ventilation windows of at least what percentage of total area?	1.5 m²; 5%	2 m²; 20%	0.5 m²; 10%	1 m²; 12%	d	第322條：餐廳面積以同時進餐人數每人一平方公尺以上為原則；通風窗之面積不得少於總面積百分之十二；應採三槽式洗滌暨餐具消毒設備、廚房設機械排氣裝置。	Article 322: at least 1 m² per person; ventilation windows at least 12% of total area; three-compartment sinks with disinfection, and mechanical exhaust in kitchens.	draft	2		
OSH-0784	OSH	OSH-07	職業安全衛生設施規則	第323條	民國115年6月30日	設施規則-衛生	1	對於供應勞工之餐食，本規則規定應如何辦理？	應委由合格廠商代為供應	應由勞工自費購買取得	應保持清潔並注意營養	應每日留樣冷藏七日備查	What applies to meals supplied to workers?	They must be supplied by a qualified outside contractor	They must be bought by workers at their own expense	They must be kept clean with attention to nutrition	Samples must be refrigerated for seven days for checking	c	第323條：雇主對於供應勞工之餐食，應保持清潔並注意營養。第322條並就廚房及餐廳之隔離、面積、通風窗面積、機械排氣裝置等有詳細規定。	Article 323 requires cleanliness and attention to nutrition.	draft	11		
OSH-0785	OSH	OSH-07	職業安全衛生設施規則	第324條	民國115年6月30日	設施規則-衛生	1	職業安全衛生設施規則第324條之現行條文內容為何？	規定坑內作業應設置適當之機械通風設備	規定窗面面積不得小於地面面積十分之一	規定室內作業每一勞工應有十立方公尺空間	本條經修正刪除，現行條文並無內容	What does Article 324 of the Rules currently provide?	It requires mechanical ventilation for work inside pits	It requires window area of at least one tenth of the floor	It requires ten cubic metres of space per indoor worker	The article was deleted and carries no content now	d	第324條業經刪除。室內作業空間規定見第309條，窗面面積比率規定見第313條，坑內通風設備規定見第310條。	Article 324 has been deleted.	draft	11		
OSH-0786	OSH	OSH-07	職業安全衛生設施規則	第324-1條	民國115年6月30日	設施規則-身心健康	2	使勞工從事重複性作業，為預防肌肉骨骼疾病，勞工人數達多少人以上之事業單位應訂定人因性危害預防計畫？	五十人	一百人	三十人	三百人	To prevent musculoskeletal disorders from repetitive work, enterprises with at least how many workers must formulate an ergonomic hazard prevention plan?	50	100	30	300	b	第324條之1：應分析作業流程、確認人因性危害因子、評估選定改善方法、評估成效，紀錄留存三年；勞工人數達一百人以上者應訂定人因性危害預防計畫。	Article 324-1: analyze work processes, identify ergonomic risk factors, select and implement improvements, evaluate results, keep records 3 years; a written plan at 100 or more workers.	draft	2		
OSH-0787	OSH	OSH-07	職業安全衛生設施規則	第324-2條	民國115年6月30日	設施規則-身心健康	3	為預防輪班、夜間工作、長時間工作等異常工作負荷促發疾病，何種事業單位應訂定預防計畫？	僅製造業及營造業之事業單位應訂定	所有事業單位不分規模及行業均應訂定	依規定配置有醫護人員從事勞工健康服務者	僅醫療保健服務業之事業單位應訂定	Which enterprises must formulate a written plan to prevent diseases induced by abnormal workloads (shift, night, long hours)?	Enterprises in manufacturing and construction industries only	All enterprises in the country, regardless of size or industry sector	Those required to have medical personnel providing labor health services	Enterprises in healthcare and medical service industries only	c	第324條之2：應辨識評估高風險群、安排醫師面談及健康指導、調整工時、健康檢查管理等，紀錄留存三年；依規定配置有醫護人員從事勞工健康服務者，應訂定異常工作負荷促發疾病預防計畫；免配置者得以執行紀錄代替。	Article 324-2: identify high-risk groups, arrange physician interviews and guidance, adjust hours, manage health exams, keep records 3 years; a written plan is required where medical personnel are mandated, otherwise records suffice.	draft	2		
OSH-0788	OSH	OSH-07	職業安全衛生設施規則	第324-3條	民國115年6月30日	設施規則-身心健康	2	為預防勞工執行職務遭受不法侵害，勞工人數達多少人以上之事業單位應訂定執行職務遭受不法侵害預防計畫？	五十人	二百人	三十人	一百人	Enterprises with at least how many workers must formulate a written plan to prevent unlawful harm (workplace violence) while performing duties?	50	200	30	100	d	第324條之3：應辨識評估危害、適當配置作業場所、建構行為規範、辦理訓練、設置申訴管道並公開揭示、建立調查處理程序、提供法律醫療心理協助等，紀錄留存三年；勞工人數達一百人以上者應訂定預防計畫。	Article 324-3: hazard identification, workplace layout, code of conduct, training, complaint channels, investigation procedures, legal/medical/psychological assistance, 3-year records; a written plan at 100 or more workers.	draft	2		
OSH-0789	OSH	OSH-07	職業安全衛生設施規則	第324條之4	民國115年6月30日	設施規則-身心健康	2	對於具顯著濕熱、寒冷、多濕或發散有害氣體等工作場所，本規則就休息設備有何規定？	應僅設置飲水設備即可，休息場所得由勞工利用作業空檔自行安排	應於各該工作場所外設置供勞工休息、飲食等設備；坑內等特殊場所有困難者除外	應於各該工作場所內設置休息及飲食設備，以節省勞工往返之時間	應於廠區大門外設置休息設備，並限制勞工每日僅得使用一次者	What rest facilities are required at markedly hot, damp or harmful workplaces?	Drinking water only, with rest arranged by workers during gaps in the work	Rest and eating facilities outside each such workplace, unless a pit makes it hard	Rest and eating facilities inside each workplace, to save workers walking time	Rest facilities outside the plant gate, usable once a day by each worker	b	第324條之4：雇主對於具有顯著之濕熱、寒冷、多濕暨發散有害氣體、蒸氣、粉塵及其他有害勞工健康之工作場所，應於各該工作場所外，設置供勞工休息、飲食等設備；但坑內等特殊作業場所設置有困難者，不在此限。	Article 324-4 requires the facilities outside the workplace concerned.	draft	11		
OSH-0790	OSH	OSH-07	職業安全衛生設施規則	第324-5條	民國115年6月30日	設施規則-身心健康	1	對於連續站立作業之勞工，雇主應設置何種設備供休息時使用？	電動按摩椅	適當之坐具	大型電視機	自動咖啡機	For workers who stand continuously, the employer shall provide:	Massage chairs for use during breaks	Suitable seats for use during breaks	A large television for the work area	An automatic coffee machine for staff	b	第324條之5：雇主對於連續站立作業之勞工，應設置適當之坐具，以供休息時使用。	Article 324-5: suitable seating shall be provided for rest breaks for workers who stand continuously.	draft	2		
OSH-0791	OSH	OSH-07	職業安全衛生設施規則	第324-6條	民國115年6月30日	設施規則-身心健康	2	使勞工從事戶外作業防範熱疾病之危害預防措施，不包括下列何者？	提供適當之飲料或食鹽水	禁止勞工飲水以免上廁所	實施勞工熱適應相關措施	調整作業時間	Which is NOT a heat-illness prevention measure for outdoor work under Article 324-6?	Providing suitable drinks or salt water	Forbidding water to avoid toilet breaks	Heat acclimatization measures	Adjusting work hours	b	第324條之6：降低作業場所溫度、提供陰涼休息場所、提供飲料或食鹽水、調整作業時間、增加巡視頻率、健康管理及適當安排工作、熱適應措施、留意健康狀況、教育宣導、建立緊急醫療通報應變機制。	Article 324-6 lists lowering temperature, shaded rest areas, drinks or salt water, adjusted hours, more frequent patrols, health management, acclimatization, monitoring workers' condition, education, and emergency medical/reporting mechanisms.	draft	2		
OSH-0792	OSH	OSH-07	職業安全衛生設施規則	第324條之7	民國115年6月30日	設施規則-身心健康	2	使勞工從事外送作業時，本規則就工作分派規定應評估哪些因素？	應評估車輛之種類與排氣量，據以決定送達之時間及地點者	應評估交通、天候狀況、送達件數、時間及地點等因素，合理分派工作	應評估勞工之年資與駕駛經驗，據以決定其每日之送件數量	應評估顧客之滿意度評分結果，據以調整勞工之工作分派量	Which factors must be assessed when assigning food delivery work?	The vehicle type and engine size, to set the delivery time and location	Traffic, weather, number of deliveries, time and location, for fair assignment	The workers seniority and driving experience, to set a daily delivery count	Customer satisfaction ratings, used to adjust the workload assigned	b	第324條之7：雇主使勞工從事外送作業，應評估交通、天候狀況、送達件數、時間及地點等因素，並採取適當措施，合理分派工作，避免造成勞工身心健康危害。第286條之3並就外送作業之安全帽、反光標示等防護設施有規定。	Article 324-7 requires assessment of traffic, weather, volume, time and place.	draft	11		
OSH-0793	OSH	OSH-07	職業安全衛生設施規則	第325條	民國115年6月30日	設施規則-附則	1	各業特殊環境安全衛生設施標準及特殊危險、有害作業場所安全衛生設施標準，由何者訂定？	由各該事業單位依其需要自行訂定之	由各該行業之同業公會制定後公告之	由直轄市或縣市政府視轄區狀況訂定	由中央主管機關依其性質另行規定之	Who sets the special environment and hazardous workplace facility standards?	The individual enterprise itself, according to what it finds it needs	The trade association of each industry, which then announces them	The municipal or county government, based on local circumstances	The central competent authority, separately according to their nature	d	第325條：各業特殊環境安全衛生設施標準及特殊危險、有害作業場所安全衛生設施標準，中央主管機關依其性質另行規定之。	Article 325 assigns this to the central competent authority.	draft	11		
OSH-0794	OSH	OSH-07	職業安全衛生設施規則	第325條之1	民國115年6月30日	設施規則-附則	3	以數位方式經營商品交易並交付無僱傭關係之個人親自履行外送作業者，應採何種措施？	僅需為外送作業工作者投保意外險，即得免採其他之預防措施	因無僱傭關係，故無須採取任何危害預防措施或留存相關之紀錄	應依中央主管機關公告指引採危害預防措施，事前告知安全帽等防護設施並留存紀錄三年	應依中央主管機關公告之指引採危害預防措施，其相關紀錄留存一年即可	What applies to platforms assigning delivery work to non employed individuals?	Buying accident insurance for the delivery worker replaces other measures	No preventive measures or records are needed because there is no employment	Follow the authoritys guidance, give prior notice of helmets and gear, keep records three years	Follow the authoritys guidance on prevention measures, with the records kept for one year	c	第325條之1：事業單位以數位方式經營商品交易或運送，且交付無僱傭關係之個人親自履行外送作業時，應依中央主管機關公告之相關指引，事前告知應確實使用安全帽、反光標示、高低氣溫危害預防、緊急連絡機制等防護設施，並評估交通、天候、件數、時間及地點等因素合理分派工作，相關紀錄或文件留存三年。	Article 325-1 requires prior notice, fair assignment and three year records.	draft	11		
OSH-0795	OSH	OSH-07	職業安全衛生設施規則	第326條	民國115年6月30日	設施規則-附則	2	本規則規定之安全衛生設施如有臨時拆除或使其暫時喪失效能之必要時，應如何辦理？	得於拆除後長期維持該狀態，僅需於現場張貼告示週知勞工即可	應報請勞動檢查機構核准後始得拆除，並於核准期限內恢復原狀	應由勞工自行判斷是否繼續作業，並於該作業完成後自行恢復其原狀者	應顧及勞工身體及作業狀況，使其暫停工作或採其他必要措施，原因消除後即恢復原狀	What applies when a safety facility must be temporarily removed?	It may stay removed long term if a notice is posted on site for the workers	Approval from the inspection agency is needed before it may be removed	Workers decide whether to carry on and restore the facility themselves after	Consider the workers and the work, suspend work or take other measures, then restore it	d	第326條：本規則規定之一切有關安全衛生設施，雇主應切實辦理，並經常注意維修與保養，發現異常時應即補修或採其他必要措施；如有臨時拆除或使其暫時喪失效能之必要時，應顧及勞工身體及作業狀況，使其暫停工作或採其他必要措施，於其原因消除後應即恢復原狀。	Article 326 requires suspension of work and prompt restoration afterwards.	draft	11		
OSH-0796	OSH	OSH-07	職業安全衛生設施規則	第326-1條	民國115年6月30日	設施規則-附則	2	自營作業者獨立作業或以其作業交付承攬時，是否適用設施規則有關雇主義務之規定？	不適用	僅適用一半	適用	視契約而定	Do the employer obligations in the Rules apply to self-employed persons working independently or contracting out their work?	No	Only half	Yes	Depends on the contract	c	第326條之1：自營作業者獨立作業或以其作業交付承攬時，適用本規則有關雇主義務之規定；受工作場所負責人指揮或監督從事勞動之人員，比照該事業單位之勞工適用本規則。	Article 326-1: yes; and persons working under the direction of a workplace manager are treated like that enterprise's laborers under the Rules.	draft	2		
OSH-0797	OSH	OSH-07	職業安全衛生設施規則	第326條之2	民國115年6月30日	設施規則-附則	1	職業安全衛生設施規則第326條之2之現行條文內容為何？	規定男用小便器以每十五人設置一個為原則	規定廁所及便器每日至少應清洗一次者	規定廚房之地板應採用不滲透性之材料	本條業已刪除，並無任何規定之內容	What does Article 326-2 of the Rules currently provide?	It sets one urinal for every fifteen male workers as a rule	It requires toilets and pans to be washed at least once a day	It requires kitchen floors to use impermeable materials	The article has been deleted and holds no provision	d	第326條之2業經刪除。男用小便器數目、廁所清洗頻率均規定於第319條，廚房地板材質規定於第322條。	Article 326-2 has been deleted.	draft	11		
OSH-0798	OSH	OSH-07	職業安全衛生設施規則	第326條之3	民國115年6月30日	設施規則-附則	1	職業安全衛生設施規則第326條之3之現行條文內容為何？	本條經刪除，現行規則未定任何內容	規定人工濕潤濕球溫度過高時應立即停止	規定已加熱之窯爐非適當冷卻不得進入	規定餐廳通風窗面積不得少於百分之十二	What does Article 326-3 of the Rules currently provide?	The article is deleted and lays down no content now	It stops artificial humidification when the wet bulb is high	It bars entering a heated kiln before it has cooled down	It requires canteen vent windows of at least twelve percent	a	第326條之3業經刪除。人工濕潤之停止條件規定於第306條，窯爐冷卻後始得進入規定於第305條，餐廳通風窗面積規定於第322條。	Article 326-3 has been deleted.	draft	11		
OSH-0799	OSH	OSH-07	職業安全衛生設施規則	第326條之4	民國115年6月30日	設施規則-附則	1	職業安全衛生設施規則第326條之4之現行條文內容為何？	規定重複性作業應採人因性危害預防措施	規定輪班夜間工作應採疾病預防之措施	規定戶外作業應採熱疾病之危害預防措施	本條業經刪除，現行條文無規定內容	What does Article 326-4 of the Rules currently provide?	It requires ergonomic hazard prevention for repetitive work	It requires disease prevention for shift and night work	It requires heat illness prevention for outdoor work	The article has been deleted and states no content	d	第326條之4業經刪除。人因性危害預防規定於第324條之1，異常工作負荷促發疾病預防規定於第324條之2，戶外作業熱疾病預防規定於第324條之6。	Article 326-4 has been deleted.	draft	11		
OSH-0800	OSH	OSH-07	職業安全衛生設施規則	第326條之5	民國115年6月30日	設施規則-附則	1	職業安全衛生設施規則第326條之5之現行條文內容為何？	本條已刪除，現行規則並無規定內容	規定勞工不得任意拆卸安全衛生之設備	規定各業特殊設施標準由中央機關另定	規定自營作業者適用雇主義務之相關規定	What does Article 326-5 of the Rules currently provide?	The article is deleted and holds no provision now	It bars workers from removing safety equipment at will	It leaves special facility standards to the authority	It applies employer duties to self employed workers	a	第326條之5業經刪除。自營作業者適用雇主義務規定於第326條之1，勞工不得任意拆卸設備規定於第327條，特殊設施標準另定規定於第325條。	Article 326-5 has been deleted.	draft	11		
