id	law_group	law_id	law	article	law_version	category	difficulty	q_zh	a_zh	b_zh	c_zh	d_zh	q_en	a_en	b_en	c_en	d_en	answer	explain_zh	explain_en	status	batch	reviewer	review_note
ENV-1502	ENV	ENV-152	餐飲業空氣污染防制設施管理辦法	第4條	民國110年8月24日	餐飲業防制設施-氣罩設置	3	列管餐飲業採上吸式或側吸式氣罩者，其收集面之設置距離規定為何？	上吸式應自烹飪設施垂直投影面向外延伸四十五公分且與鍋具上緣垂直距離不得大於一百五十公分；側吸式收集面前緣與烹飪區域中心點水平距離不得大於十五公分	上吸式應自烹飪設施垂直投影面向外延伸十五公分且與鍋具上緣垂直距離不得小於一百二十公分；側吸式收集面前緣與烹飪區域中心點水平距離不得小於四十五公分	上吸式應自烹飪設施垂直投影面向內縮減十五公分且與鍋具上緣垂直距離不得大於六十公分；側吸式收集面前緣與烹飪區域中心點水平距離不得大於九十公分	上吸式應自烹飪設施垂直投影面向外延伸十五公分且與鍋具上緣垂直距離不得大於一百二十公分；側吸式收集面前緣與烹飪區域中心點水平距離不得大於四十五公分	What are the positioning requirements for an up-draft or side-draft hood collection surface?	Up-draft hoods must extend 45 cm beyond the vertical projection of the cooking facility and be no more than 150 cm above the pot rim; side-draft hood front edges must be within 15 cm horizontally of the cooking zone center	Up-draft hoods must extend 15 cm beyond the vertical projection of the cooking facility and be no less than 120 cm above the pot rim; side-draft hood front edges must be no less than 45 cm horizontally from the cooking zone center	Up-draft hoods must be set 15 cm inside the vertical projection of the cooking facility and no more than 60 cm above the pot rim; side-draft hood front edges must be within 90 cm horizontally of the cooking zone center	Up-draft hoods must extend 15 cm beyond the vertical projection of the cooking facility and be no more than 120 cm above the pot rim; side-draft hood front edges must be within 45 cm horizontally of the cooking zone center	d	第4條第二項：採上吸式氣罩者，氣罩收集面應自烹飪設施垂直投影面向外延伸十五公分，且與烹飪鍋具上緣之垂直距離不得大於一百二十公分；採側吸式氣罩者，氣罩收集面前緣與烹飪設施實際烹飪區域中心點或對角線交叉點之水平距離不得大於四十五公分，且氣罩面積應為實際烹飪區域面積之百分之三十以上。第一項並要求集氣系統應與排氣管線連接並維持正常運作。	Article 4, Paragraph 2.	draft	12		
ENV-1503	ENV	ENV-152	餐飲業空氣污染防制設施管理辦法	第4條	民國110年8月24日	餐飲業防制設施-面速度	3	集氣系統氣罩面集氣流速之最低要求及既存業者未達標準時之改善期限為何？	上吸式應達每秒三公尺以上、側吸式應達每秒零點五公尺以上；既存業者應於主管機關通知改善期限內完成，改善期限以三十日為上限	上吸式應達每秒零點五公尺以上、側吸式應達每秒三公尺以上；既存業者應於主管機關通知改善期限內完成，改善期限以九十日為上限	上吸式應達每秒零點五公尺以上、側吸式應達每秒三公尺以上；既存業者應於主管機關通知改善期限內完成，改善期限以三十日為上限	上吸式應達每秒一點五公尺以上、側吸式應達每秒五公尺以上；既存業者應於主管機關通知改善期限內完成，改善期限以六十日為上限	What is the minimum hood face velocity, and how long may an existing operator take to improve?	At least 3 m/s for up-draft hoods and 0.5 m/s for side-draft hoods; existing operators must improve within the notified period, capped at 30 days	At least 0.5 m/s for up-draft hoods and 3 m/s for side-draft hoods; existing operators must improve within the notified period, capped at 90 days	At least 0.5 m/s for up-draft hoods and 3 m/s for side-draft hoods; existing operators must improve within the notified period, capped at 30 days	At least 1.5 m/s for up-draft hoods and 5 m/s for side-draft hoods; existing operators must improve within the notified period, capped at 60 days	c	第4條第三項：採上吸式氣罩者其氣罩面集氣流速應達每秒零點五公尺以上，採側吸式者其收集面集氣流速應達每秒三公尺以上；屬既存列管餐飲業未能達成者，應於直轄市、縣（市）主管機關通知改善之期限內完成改善，改善期限以三十日為上限。第四項並規定集氣系統之操作條件或數值得有百分之十之容許差值；第五項則允許情形特殊者提出替代方案報請同意。	Article 4, Paragraph 3; see also Paragraphs 4 and 5.	draft	12		
ENV-1504	ENV	ENV-152	餐飲業空氣污染防制設施管理辦法	第5條	民國110年8月24日	餐飲業防制設施-處理風量	2	列管餐飲業所設油煙處理設備之設計處理風量有何要求？	設計處理風量應為集氣系統實際集氣風量之二分之一以上即為合格	設計處理風量由業者依營業面積自行認定，無須與集氣風量相關聯	設計處理風量不得小於集氣系統實際集氣風量，並應維持設備正常運作	設計處理風量不得大於集氣系統實際集氣風量，並應維持設備正常運作	What is required of the design treatment airflow of the fume treatment equipment?	The design treatment airflow qualifies as long as it is at least half the actual collection system airflow	The design treatment airflow is decided by the operator from business area, unrelated to collection airflow	The design treatment airflow must be no less than the actual airflow of the collection system, kept in normal operation	The design treatment airflow must be no greater than the actual airflow of the collection system, kept in normal operation	c	第5條第一項：列管餐飲業應設置油煙處理設備，其設計處理風量不得小於集氣系統實際集氣風量，並應維持設備正常運作。第2條第十一款定義集氣風量為集氣流速與面積之乘積，上吸式以氣罩面積計、側吸式以氣罩集氣面積計。	Article 5, Paragraph 1.	draft	12		
ENV-1505	ENV	ENV-152	餐飲業空氣污染防制設施管理辦法	第5條	民國110年8月24日	餐飲業防制設施-紀錄保存	3	油煙處理設備之清潔保養頻率及相關紀錄之保存年限為何？	每半年至少清潔或保養一次並記錄執行項目及方式；操作參數與清潔保養紀錄及憑證應保存五年備查	每月至少清潔或保養一次並記錄執行項目及方式；操作參數與清潔保養紀錄及憑證應保存六個月備查	每月至少清潔或保養一次並記錄執行項目及方式；操作參數與清潔保養紀錄及憑證應保存二年備查	每季至少清潔或保養一次並記錄執行項目及方式；操作參數與清潔保養紀錄及憑證應保存二年備查	How often must fume treatment equipment be cleaned or serviced, and how long are records kept?	Cleaned or serviced at least every six months with items and methods recorded; parameter and maintenance records and vouchers kept five years	Cleaned or serviced at least once a month with items and methods recorded; parameter and maintenance records and vouchers kept six months	Cleaned or serviced at least once a month with items and methods recorded; parameter and maintenance records and vouchers kept two years	Cleaned or serviced at least once a quarter with items and methods recorded; parameter and maintenance records and vouchers kept two years	c	第5條第二項第二款：每月至少清潔或保養一次，並記錄執行項目及執行方式。第三項：第二項第一款操作參數與第二款清潔保養之紀錄及其相關憑證資料應保存二年備查。第二項第一款並就靜電集塵器、濕式洗滌器、活性碳吸附裝置、臭氧處理設備分別規定應記錄之主要操作參數。	Article 5, Paragraphs 2 and 3.	draft	12		
ENV-1506	ENV	ENV-152	餐飲業空氣污染防制設施管理辦法	第6條	民國110年8月24日	餐飲業防制設施-監測查核	2	列管餐飲業所設污染防制設施之監控儀表及水電表紀錄有何規定？	應具備可顯示主要操作參數之監控儀表或監測設施並設於廠區辦公室內；主管機關得命設置獨立電表或水表並記錄每月用量保存一年	應具備可顯示主要操作參數之監控儀表或監測設施並設於可供查核處；主管機關得命設置獨立電表或水表並記錄每日用量保存二年	應具備可顯示主要操作參數之監控儀表或監測設施並設於可供查核處；主管機關得命設置獨立電表或水表並記錄每日用量保存六個月	得免設監控儀表而以人工每日目視檢查替代並登載於日誌；主管機關不得要求業者另行設置獨立之電表或水表設備裝置	What are the rules on monitoring instruments and utility meter records for the control facilities?	Instruments showing the main operating parameters must be installed in the plant office; the authority may order separate meters with monthly readings kept one year	Instruments showing the main operating parameters must be installed where the authority can inspect them; the authority may order separate meters with daily readings kept two years	Instruments showing the main operating parameters must be installed where the authority can inspect them; the authority may order separate meters with daily readings kept six months	Monitoring instruments may be omitted and replaced by daily visual checks logged by staff; the authority may not require separate electricity or water meters	b	第6條第一項：列管餐飲業設置之污染防制設施，應具備可顯示第5條第一項第一款各目主要操作參數之監控儀表或監測設施，並設置於可供直轄市、縣（市）主管機關查核之處。第二項：主管機關得命設置獨立電表或水表，並記錄每日用電量或用水量資訊，紀錄應保存二年備查。此與第5條第三項之二年保存期一致。	Article 6.	draft	12		
ENV-1507	ENV	ENV-152	餐飲業空氣污染防制設施管理辦法	第7條	民國110年8月24日	餐飲業防制設施-符合期限	3	新設與既存列管餐飲業應自何時起符合本辦法？展延之申請期限及最後期限為何？	新設自一百十一年一月一日、既存自一百十一年二月一日起符合；得於期限屆滿前一個月申請展延，展延不得逾一百十二年一月一日	新設自一百十一年一月一日、既存自一百十一年二月一日起符合；得於期限屆滿前二個月申請展延，展延不得逾一百十一年七月一日	新設自一百十一年二月一日、既存自一百十一年一月一日起符合；得於期限屆滿前二個月申請展延，展延不得逾一百十一年七月一日	新設自一百十年七月一日、既存自一百十一年七月一日起符合；得於期限屆滿前三個月申請展延，展延不得逾一百十二年七月一日	From when must new and existing regulated food businesses comply, and what are the extension deadlines?	New from 1 Jan 2022 and existing from 1 Feb 2022; extension may be sought one month before the deadline and may not go beyond 1 Jan 2023	New from 1 Jan 2022 and existing from 1 Feb 2022; extension may be sought two months before the deadline and may not go beyond 1 Jul 2022	New from 1 Feb 2022 and existing from 1 Jan 2022; extension may be sought two months before the deadline and may not go beyond 1 Jul 2022	New from 1 Jul 2021 and existing from 1 Jul 2022; extension may be sought three months before the deadline and may not go beyond 1 Jul 2023	b	第7條第一項：新設列管餐飲業應自中華民國一百十一年一月一日起符合本辦法規定；既存列管餐飲業應自一百十一年二月一日起符合。第二項：因不可歸責於既存列管餐飲業之事由致無法如期符合者，得於期限屆滿前二個月檢具證明文件及相關資料，向直轄市、縣（市）主管機關申請展延，展延期限不得逾一百十一年七月一日。	Article 7.	draft	12		
ENV-1508	ENV	ENV-152	餐飲業空氣污染防制設施管理辦法	第8條	民國110年8月24日	餐飲業防制設施-施行	1	本辦法之施行日期如何規定？	自發布後一年施行	自次年元旦起施行	自發布日施行	自公告核定日施行	How does this regulation specify its effective date?	It takes effect one year after promulgation	It takes effect on 1 January of the next year	It takes effect on the date of promulgation	It takes effect on the date of approval notice	c	第8條：本辦法自發布日施行。惟列管餐飲業實際應符合本辦法各項設施規定之期限，另依第7條規定分別為一百十一年一月一日（新設）及一百十一年二月一日（既存）。	Article 8; see also Article 7.	draft	12		
ENV-1509	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第1條	民國88年4月7日	瀝青拌合-法源	1	瀝青拌合業粒狀污染物排放標準之訂定法源為何？	依空氣污染防制法第二十三條第二項規定訂定	依空氣污染防制法第二十條第二項規定訂定	依公路法第七十八條第二項規定授權訂定之	依空氣污染防制法第二十八條第三項規定訂定	What is the legal basis of the particulate emission standard for asphalt mixing plants?	Adopted under Article 23, Paragraph 2 of the Air Pollution Control Act	Adopted under Article 20, Paragraph 2 of the Air Pollution Control Act	Adopted under the authority of Article 78, Paragraph 2 of the Highway Act	Adopted under Article 28, Paragraph 3 of the Air Pollution Control Act	b	第1條：本標準依空氣污染防制法第二十條第二項規定訂定。第2條規定本標準未規定事項適用其他相關之規定；第3條界定適用對象為瀝青拌合業工廠。	Article 1.	draft	12		
ENV-1510	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第2條	民國88年4月7日	瀝青拌合-適用	1	本標準未規定之事項如何處理？	一律免除相關之義務	報請中央機關另定之	由業者自行決定辦理	適用其他相關之規定	How are matters not covered by this standard handled?	All related obligations are waived	The central authority sets them later	Operators decide how to handle them	Other relevant provisions apply to them	d	第2條：本標準未規定事項適用其他相關之規定。例如一般性之粒狀污染物排放限值、周界標準、許可證管理等，即回歸固定污染源空氣污染物排放標準與空氣污染防制法相關子法辦理。	Article 2.	draft	12		
ENV-1511	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第3條	民國88年4月7日	瀝青拌合-對象	1	本標準之適用對象為何？	營建工程中從事道路刨除、鋪築瀝青混凝土及路面壓實作業之施工機具與工地	瀝青拌合業藉由常溫拌合砂石粒料與乳化瀝青生產透水性鋪面材料之預拌加工廠場	瀝青拌合業藉由加熱乾燥砂石粒料與加熱呈液態之瀝青膠泥混拌生產瀝青混合料之工廠	水泥業中藉由旋窯高溫煅燒石灰石與黏土生產水泥熟料及水泥製品之工廠	To what does this standard apply?	Construction machinery and sites engaged in road milling, asphalt concrete paving and pavement compaction work	Asphalt plants that mix aggregates with emulsified asphalt at ambient temperature to produce permeable paving materials	Asphalt mixing plants that heat and dry aggregates and mix them with heated liquid asphalt cement to produce asphalt mixtures	Cement plants that calcine limestone and clay in rotary kilns at high temperature to produce clinker and cement products	c	第3條：本標準之適用對象指瀝青拌合業藉由加熱乾燥砂石粒料與加熱呈液態之瀝青膠泥混拌生產瀝青混合料之工廠。第5條並就非經集塵設備處理而排放之逸散源（其他污染源）加以列舉。	Article 3.	draft	12		
ENV-1512	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第4條	民國88年4月7日	瀝青拌合-規定值	1	本標準之粒狀污染物排放規定值以何種形式呈現？	以本標準所附之附表規定其排放標準值	準用水泥業空氣污染物排放標準規定值	由地方主管機關依個案許可證中載明	以條文文字逐項列出各污染源限值數字	In what form are the particulate emission limits under this standard set out?	They are set out in the table attached to this standard	They follow the cement industry emission standards	They are stated in each permit by the local authority	They are listed item by item in the text of the articles	a	第4條：本標準規定值如附表。第7條並規定本標準污染物之測定依附表及中央主管機關增修訂公告之方法；第6條則規定濃度值之計算基準及含氧量參考基準。	Article 4.	draft	12		
ENV-1513	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第5條	民國88年4月7日	瀝青拌合-其他污染源	2	本標準所稱其他污染源指非經集塵設備處理而排放之逸散源，包括下列何者？	粒料乾燥機、砂石粒料儲運及秤重系統、砂石瀝青之拌合系統、礦物填充料下料及儲運系統	粒料乾燥機、瀝青膠泥加熱鍋爐排放管道、成品瀝青混合料出料煙道、廠內道路灑水區域	廠區周界圍籬、成品堆置場、員工停車場區域、進出廠區之砂石運輸車輛與其行駛路徑	集塵設備排放管道、廢氣旁通管線、緊急發電機排氣管、鍋爐燃燒後之煙囪排放口位置	Which of the following are the other pollution sources, that is, fugitive sources not treated by dust collectors?	The aggregate dryer, aggregate storage and weighing systems, the aggregate-asphalt mixing system, and mineral filler discharge and storage systems	The aggregate dryer, the asphalt cement heating boiler stack, the finished mixture discharge stack, and the plant road watering area	The site boundary fence, the product stockpile yard, the staff parking area, and aggregate trucks entering the plant with their routes	The dust collector stack, the exhaust bypass duct, the emergency generator exhaust pipe, and the boiler chimney outlet after combustion	a	第5條：本標準所稱其他污染源指非經集塵設備處理而排放之逸散源，包括粒料乾燥機、砂石粒料儲運及秤重系統、砂石瀝青之拌合系統、礦物填充料下料及儲運系統四款。此等逸散源之排放限值另依第4條附表規定。	Article 5.	draft	12		
ENV-1514	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第6條	民國88年4月7日	瀝青拌合-計算基準	2	本標準濃度值之計算基準及排放管道排氣含氧量參考基準為何？	以凱氏溫度二七三度、一大氣壓下已經稀釋之濕潤排氣體積為計算基準，排放管道含氧量以百分之六為參考基準	以凱氏溫度二七三度、一大氣壓下未經稀釋之乾燥排氣體積為計算基準，排放管道含氧量以百分之十六為參考基準	以凱氏溫度二七三度、二大氣壓下未經稀釋之乾燥排氣體積為計算基準，排放管道含氧量以百分之十二為參考基準	以凱氏溫度二九八度、一大氣壓下未經稀釋之乾燥排氣體積為計算基準，排放管道含氧量以百分之十五為參考基準	What are the calculation basis and the reference oxygen content for stacks under this standard?	Diluted wet exhaust volume at 273 K and 1 atm, with a stack reference oxygen content of 6 percent	Undiluted dry exhaust volume at 273 K and 1 atm, with a stack reference oxygen content of 16 percent	Undiluted dry exhaust volume at 273 K and 2 atm, with a stack reference oxygen content of 12 percent	Undiluted dry exhaust volume at 298 K and 1 atm, with a stack reference oxygen content of 15 percent	b	第6條：本標準濃度值計算均以凱氏溫度二七三度及一大氣壓下未經稀釋之乾燥排氣體積為計算基準，排放管道排氣含氧量以百分之十六為參考基準。此與鋼鐵業燒結工場之百分之十五、廢棄物焚化爐之百分之十一等參考基準不同，應予區辨。	Article 6.	draft	12		
ENV-1515	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第7條	民國88年4月7日	瀝青拌合-測定方法	1	本標準污染物之測定應依何種方法辦理？	依業者委託之檢測機構自訂之作業方法	依地方主管機關於許可證載明之方法	依國際標準組織公告之最新版測定方法	依附表及中央主管機關增修訂公告之方法	By what methods must pollutants be measured under this standard?	By methods drawn up by the testing organization the operator retains	By the methods specified in the permit by the local competent authority	By the latest measurement methods announced by the ISO organization	By the attached table and methods announced or revised by the central authority	d	第7條：本標準污染物之測定依附表及中央主管機關增修訂公告之方法。此與第4條規定值如附表相呼應，故附表兼具限值與測定方法之功能。	Article 7.	draft	12		
ENV-1516	ENV	ENV-153	瀝青拌合業粒狀污染物排放標準	第8條	民國88年4月7日	瀝青拌合-施行	1	本標準規定事項之施行日期如何規定？	由中央主管機關另行公告日期施行	除另定施行日期者外，自發布日施行	一律自發布日起屆滿一年後始施行	須經行政院核定後三個月始得施行	How does this standard specify its effective date?	The central authority announces the effective date separately	It takes effect on promulgation unless otherwise specified	It uniformly takes effect one full year after promulgation	It may take effect three months after Executive Yuan approval	b	第8條：本標準規定事項除另定施行日期者外，自發布日施行。本標準最近一次修正日期為民國八十八年四月七日，其附表所列各污染源之粒狀物限值即自該時起適用。	Article 8.	draft	12		
ENV-1517	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第1條	民國100年6月24日	既存排放量認可-法源	1	既存固定污染源污染物排放量認可準則係依據哪一條文授權訂定？	依空氣污染防制法第八條第五項規定訂定之	依空氣污染防制法第六條第四項規定訂定之	依空氣污染防制法第十二條第三項規定訂定之	依空氣污染防制法第二十一條第二項規定訂定之	Under which provision are the Regulations for Recognition of Pollutant Emissions from Existing Stationary Sources adopted?	Adopted under Article 8, Paragraph 5 of the Air Pollution Control Act	Adopted under Article 6, Paragraph 4 of the Air Pollution Control Act	Adopted under Article 12, Paragraph 3 of the Air Pollution Control Act	Adopted under Article 21, Paragraph 2 of the Air Pollution Control Act	a	第1條：本準則依空氣污染防制法第八條第五項規定訂定。空污法第八條規範總量管制區內固定污染源排放量之認可與交易，第十二條則為分期分區公告實施總量管制之依據，兩者搭配適用。	Article 1: adopted under Article 8(5) of the Air Pollution Control Act.	draft	14		
ENV-1518	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第2條	民國100年6月24日	既存排放量認可-申請期限	2	未符合空氣品質標準之總量管制區內，公私場所具有中央主管機關指定公告之既存固定污染源者，應於何時向何機關申請排放量認可？	自地方主管機關公告空氣品質標準之日起一年內，向中央主管機關申請認可全廠（場）及個別污染源之污染物季排放量	自中央主管機關公告實施總量管制之日起三年內，向中央主管機關申請認可全廠（場）及個別污染源之污染物年排放量	自地方主管機關核發操作許可證之日起六個月內，向目的事業主管機關申請認可個別固定污染源之污染物月排放量	自中央主管機關公告實施總量管制之日起一年內，向地方主管機關申請認可全廠（場）及個別污染源之污染物年排放量	When and to whom must a premises with designated existing stationary sources apply for emission recognition?	Within one year of the local authority announcing air quality standards, apply to the central authority to recognize plant-wide and individual quarterly emissions	Within three years of the central authority announcing total quantity control, apply to the central authority to recognize plant-wide and individual annual emissions	Within six months of the local authority issuing the operating permit, apply to the industry competent authority to recognize monthly emissions of each source	Within one year of the central authority announcing total quantity control, apply to the local authority to recognize plant-wide and individual annual emissions	d	第2條第1項：應自中央主管機關依本法第十二條公告實施總量管制之日起一年內，向地方主管機關申請認可全廠（場）及個別污染源之污染物年排放量。逾期未申請者，依第5條第2項地方主管機關得逕行認可。	Article 2(1): one year from the total quantity control announcement, to the local competent authority.	draft	14		
ENV-1519	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第2條	民國100年6月24日	既存排放量認可-定義	2	本準則所稱既存固定污染源之認定基準，以及本準則適用之污染物類別為何？	指公告實施總量管制之日前已取得操作許可證並連續運轉十年以上者；適用粒狀污染物、硫氧化物、氮氧化物、鉛及戴奧辛等五類	指公告實施總量管制之日後已設立、已申請設置許可證或已通過環評並於五年內開發者；適用粒狀污染物、硫氧化物、氮氧化物及一氧化碳	指公告實施總量管制之日前已完成環境影響評估審查並於一年內開發者；適用硫氧化物、氮氧化物、揮發性有機物及臭氧等四類	指公告實施總量管制之日前已設立、已申請設置許可證或已通過環評並於三年內開發者；適用粒狀污染物、硫氧化物、氮氧化物及揮發性有機物	How are existing stationary sources defined, and which pollutants do these Regulations cover?	Sources holding an operating permit and running continuously for over ten years before the announcement; covers particulates, SOx, NOx, lead and dioxins	Sources established, having applied for an installation permit, or EIA-approved and developed within five years, after the control announcement; covers particulates, SOx, NOx and CO	Sources that completed EIA review and were developed within one year before the announcement; covers SOx, NOx, VOCs and ozone as the four pollutants	Sources established, having applied for an installation permit, or EIA-approved and developed within three years, before the control announcement; covers particulates, SOx, NOx and VOCs	d	第2條第2項：既存固定污染源指公告實施總量管制之日前已設立、已申請設置許可證或已通過環評審查且於通過三年內實施開發行為者。第3項：適用粒狀污染物、硫氧化物、氮氧化物及揮發性有機物四類。	Article 2(2)-(3): pre-announcement sources; four pollutants including particulates, SOx, NOx and VOCs.	draft	14		
ENV-1520	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第3條	民國100年6月24日	既存排放量認可-計算依據	3	地方主管機關認可各類污染物排放量之計算依據及取用年度為何？	四類污染物均依申報辦法之排放量計算方式，取申請日前十年內任一操作年度之排放量，並由中央主管機關逕行核定其年排放量	硫氧化物、氮氧化物及揮發性有機物依收費辦法計算方式，粒狀污染物依申報辦法計算方式，均取申請日前七年內完整操作年度之最大年排放量	硫氧化物、氮氧化物及粒狀污染物均依收費辦法計算方式，揮發性有機物依環評書件內容，取申請日前五年內完整操作年度之最小年排放量	硫氧化物、氮氧化物及揮發性有機物依申報辦法計算方式，粒狀污染物依收費辦法計算方式，均取申請日前三年內完整操作年度之平均年排放量	What calculation basis and reference year does the local authority use to recognize each pollutant?	All four pollutants follow the reporting regulations, taking any operating year within ten years before application, with the central authority determining the annual emissions directly	SOx, NOx and VOCs follow the emission fee regulations, particulates follow the reporting regulations; all take the maximum annual emission of a complete operating year within seven years before application	SOx, NOx and particulates all follow the emission fee regulations and VOCs follow the EIA documents; all take the minimum annual emission of a complete operating year within five years	SOx, NOx and VOCs follow the reporting regulations, particulates follow the emission fee regulations; all take the average annual emission of a complete operating year within three years before application	b	第3條第1項第1、2款：硫氧化物、氮氧化物及揮發性有機物依空氣污染防制費收費辦法計算，粒狀污染物依排放量申報管理辦法計算，均取申請日前七年內完整操作年度之最大年排放量。第3款：使用天然氣等低污染性氣體燃料而無須依收費辦法申報者，得依申報辦法申報之排放量認定。	Article 3(1): fee regulations for SOx/NOx/VOCs, reporting regulations for particulates; maximum annual emission within seven years.	draft	14		
ENV-1521	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第3條	民國100年6月24日	既存排放量認可-例外認定	3	排放量資料有疑義、操作年度不足或產能偏低時，得由地方主管機關審查認定之要件為何？	排放量資料有疑義、操作時間未達七個完整操作年度，或申請日前七年內實際最大產能未達操作許可證核定百分之八十者，得申請審查認定	排放量資料有疑義、操作時間未達三個完整操作年度，或申請日前三年內實際最大產能未達操作許可證核定百分之七十者，得申請審查認定	排放量資料有疑義、操作時間未達五個完整操作年度，或申請日前五年內實際最大產能未達操作許可證核定百分之六十者，得申請審查認定	排放量資料有疑義、操作時間未達十個完整操作年度，或申請日前十年內實際最大產能未達操作許可證核定百分之九十者，得申請審查認定	On what conditions may the local authority determine emissions case-by-case?	Data in doubt, fewer than seven complete operating years, or actual maximum capacity below 80 percent of the permitted level within the seven years before application	Data in doubt, fewer than three complete operating years, or actual maximum capacity below 70 percent of the permitted level within the three years before application	Data in doubt, fewer than five complete operating years, or actual maximum capacity below 60 percent of the permitted level within the five years before application	Data in doubt, fewer than ten complete operating years, or actual maximum capacity below 90 percent of the permitted level within the ten years before application	a	第3條第2項：資料有疑義、操作時間未達七個完整操作年度，或申請日前七年內實際最大產能未達操作許可證核定百分之八十者，得申請由地方主管機關審查認定。第3項另定已通過環評且於通過三年內開發者，得依環境影響說明書、評估書所載內容及審查結論之排放量認可。	Article 3(2): seven complete operating years, or capacity below 80 percent of the permit.	draft	14		
ENV-1522	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第4條	民國100年6月24日	既存排放量認可-申請文件	2	公私場所申請污染物排放量認可應檢具何種文件？何種情形得免附佐證資料？	應檢具操作許可證影本及環評書件；經中央主管機關核准者得免附申請表，並由中央主管機關辦理必要之現場勘查	應檢具申請表及排放量相關佐證資料；依第三條第一項規定申請者得免附佐證資料，主管機關必要時得進行現場勘查	應檢具申請表及公會出具之證明文件；使用低污染性燃料者得免附全部文件，地方主管機關並應一律進行現場勘查	應檢具申請表及最近三年檢測報告；依第三條第二項規定申請者得免附申請表，地方主管機關一律不得進行現場勘查	What documents are required, and when may supporting emission data be omitted?	A copy of the operating permit and EIA documents; those approved by the central authority may omit the form, with inspection done by the central authority	An application form and supporting emission data; Article 3(1) applicants may omit the supporting data, and site inspection may be conducted when necessary	An application form plus a certificate from the trade association; users of low-pollution fuel may omit everything, and inspection is always mandatory	An application form plus three years of test reports; those applying under Article 3(2) may omit the form, and site inspection is never permitted	b	第4條：申請應檢具申請表及排放量相關佐證資料，但依第3條第1項規定申請者得免附佐證資料；地方主管機關審查時必要得進行現場勘查。	Article 4: application form and supporting data; Article 3(1) applicants are exempt from supporting data.	draft	14		
ENV-1523	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第5條	民國100年6月24日	既存排放量認可-審查期限	2	地方主管機關審查污染物排放量認可申請之期限，以及補正日數之計算規定為何？	應於四十五日內完成審查並核發認可文件；補正日數不計入審查期間，且補正總日數不得超過九十日	應於三十日內完成審查並核發認可文件；補正日數不計入審查期間，且補正總日數不得超過一百八十日	應於六十日內完成審查並核發認可文件；補正日數應計入審查期間，且補正總日數不得超過四十五日	應於九十工作日內完成審查並核發文件；補正日數不計入審查期間，且補正總日數不得超過三十日	What is the review period and how are supplementation days counted?	Review completed within 45 days and the recognition document issued; supplementation days are excluded and may not exceed 90 days in total	Review completed within 30 days and the recognition document issued; supplementation days are excluded and may not exceed 180 days in total	Review completed within 60 days and the recognition document issued; supplementation days are included and may not exceed 45 days in total	Review completed within 90 working days and the document issued; supplementation days are excluded and may not exceed 30 days in total	a	第5條第1項：地方主管機關應於四十五日內完成審查、核發污染物排放量認可文件並通知領取；不符規定者通知限期補正，補正日數不計入審查期間，補正總日數不得超過九十日。	Article 5(1): 45 days for review; supplementation capped at 90 days and excluded from the period.	draft	14		
ENV-1524	ENV	ENV-208	既存固定污染源污染物排放量認可準則	第5條	民國100年6月24日	既存排放量認可-逕行認可	1	公私場所未依規定申請污染物排放量認可，或未於期限內完成補正者，主管機關得如何處理？	地方主管機關得逕行認可其污染物排放量	地方主管機關應命其停工並限期重新提出申請	中央主管機關得逕行認可其污染物排放量	地方主管機關應撤銷其固定污染源操作許可證	What happens if a premises fails to apply or to supplement documents in time?	The local competent authority may directly determine its pollutant emissions	The local competent authority shall order shutdown and a fresh application	The central competent authority may directly determine its pollutant emissions	The local competent authority shall revoke its stationary source operating permit	a	第5條第2項：未依規定申請認可或未於期限內補正者，地方主管機關得逕行認可其污染物排放量。第7條就虛偽記載亦有相同之逕行認可效果。	Article 5(2): the local authority may recognize the emissions on its own initiative.	draft	14		
