code	file	index	law_id	article	issue	detail	question
D2	batch11_b4	30	OSH-41	第211條	正確選項缺依據	不得近接煙火處置場所或放置危險性物質場所及其附近；排放於大氣時應於通風良好場所緩	可燃性氣體之廢棄，對場所及排放方式有何規定？
D2	batch11_b4	35	OSH-41	第216條	正確選項缺依據	準用考慮閥之材料構造使用狀況以防止過巨之力加諸於閥上並訂入工作守則之規定	廢棄作業中灌氣容器等之閥類，應準用何項規定？
D3	batch11_b4	42	OSH-41	第227條	選項b 中英數值不同	zh多:[500000.0, 1000000.0] en多:[5.0]	處理能力達多少之液化石油氣甲類製造事業單位，應選任高壓氣體製造安全主任？純供灌裝
D3	batch11_b4	42	OSH-41	第227條	選項c 中英數值不同	zh多:[3000000.0, 5000000.0] en多:[5.0]	處理能力達多少之液化石油氣甲類製造事業單位，應選任高壓氣體製造安全主任？純供灌裝
D3	batch11_b5	15	OSH-41	第244條、第245條	選項a 中英數值不同	zh多:[9.0] en多:[191.0, 192.0]	本規則之施行日期為何？一百十一年九月十四日修正發布之條文有何特別規定？
D3	batch11_b5	15	OSH-41	第244條、第245條	選項b 中英數值不同	zh多:[9.0] en多:[191.0, 192.0]	本規則之施行日期為何？一百十一年九月十四日修正發布之條文有何特別規定？
D1	batch11_b5	21	OSH-44	第10條	選項b 疑似也對	個以上之出入口但無礙鍋爐操作人員緊急避難者不在此限	雇主應於鍋爐房設置幾個出入口？何種情形不在此限？
D2	batch11_c5	5	OSH-08	第13條	正確選項缺依據	安全衛生管理基本資料、製程安全評估報告書、製程修改安全計畫、緊急應變計畫、稽核管	丙類工作場所所應檢附之第九條各款應審查資料，其內容為何？
D3	batch11_c5	10	OSH-08	第19條	選項b 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	丁類工作場所之審查，檢查機構得否實施現場檢查？審查結果應於何時通知？
D3	batch11_c5	15	OSH-08	第2條、第4條、第23條之1	選項a 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	製造爆竹煙火類物品之爆竹煙火工廠，屬何類危險性工作場所？其申請期限為何？
D3	batch11_c5	15	OSH-08	第2條、第4條、第23條之1	選項d 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	製造爆竹煙火類物品之爆竹煙火工廠，屬何類危險性工作場所？其申請期限為何？
D2	batch11_d1	7	OSH-36	第10條	正確選項缺依據	該條業經刪除；原有管線妨礙施工安全者，依現行第九條規定妥善處理並取得管線權責單位	營造安全衛生設施標準第十條之現行狀態，以及工作場所原有管線妨礙施工安全時之處理依
D2	batch11_d1	9	OSH-36	第11條之1	正確選項缺依據	應提供適當之安全帽，並使作業人員正確戴用	對於進入營繕工程工作場所之作業人員，雇主在頭部防護上應盡何種義務？
D2	batch11_d1	14	OSH-36	第18條之1	正確選項缺依據	該條業經刪除；屋頂作業之指派專人督導、護欄踏板及屋頂作業主管等規定，依現行第十八	營造安全衛生設施標準第十八條之一之現行狀態為何？屋頂作業之安全規定現應依何條辦理
D2	batch11_d1	27	OSH-36	第38條	正確選項缺依據	該條業經刪除；物料之儲存章現行規範重點為儲存位置、負荷強度、緊急設備不受妨礙及各	營造安全衛生設施標準第三十八條之現行狀態為何？物料儲存章之現行規範重點為何？
D2	batch11_d2	7	OSH-36	第79條之1	正確選項缺依據	準用露天開挖章之規定，包括事前調查、傾斜度、擋土支撐及作業主管等規定	使勞工於非露天開挖場所從事開挖作業時，其安全規定應如何適用？
D5	batch11_d2	31	OSH-36	第104條	題幹疑似洩答	應設置換氣裝置並供應充分之空氣	沉箱、沉筒、井筒等設備內部開挖作業，於何種情形應設置換氣裝置並供應充分之空氣？
D2	batch11_d2	44	OSH-36	第118條	正確選項缺依據	不得在該鋼纜上加以荷重，應先排除亂股情形	基樁等施工設備之捲揚裝置，當其捲胴上鋼纜發生亂股時，應如何處理？
D2	batch11_d2	46	OSH-36	第120條	正確選項缺依據	不得擅離操作位置，應持續留守於操作位置監控機械狀況	基樁等設備之操作者，於機械有荷重時可否離開操作位置？
D5	batch11_d3	37	OSH-36	第166條	題幹疑似洩答	易燃或有害氣體之危害	油漆作業場所，為防止易燃或有害氣體之危害，應如何辦理？
D3	batch11_d3	44	OSH-36	第174條	選項a 中英數值不同	zh多:[7.0] en多:[11.0, 115.0, 116.0]	營造安全衛生設施標準一百十五年六月三十日修正發布之條文，其施行日期規定為何？
D3	batch11_d3	44	OSH-36	第174條	選項b 中英數值不同	zh多:[7.0] en多:[11.0, 115.0, 116.0]	營造安全衛生設施標準一百十五年六月三十日修正發布之條文，其施行日期規定為何？
D3	batch11_d3	44	OSH-36	第174條	選項d 中英數值不同	zh多:[7.0] en多:[18.0, 116.0, 117.0]	營造安全衛生設施標準一百十五年六月三十日修正發布之條文，其施行日期規定為何？
D1	batch11_e1	1	OSH-42	第4條	選項b 疑似也對	公噸之固定式起重機移動式起重機及人字臂起重桿	下列何種起重升降機具不適用本規則，而應依職業安全衛生設施規則辦理？
D1	batch11_e1	2	OSH-42	第6條	選項c 疑似也對	荷重扣除吊鉤抓斗等吊具之重量所得之荷重	未具伸臂之固定式起重機，其額定荷重應如何認定？
D2	batch11_e1	33	OSH-42	第46條	正確選項缺依據	製造者名稱、製造年月及吊升荷重	人字臂起重桿除標示額定荷重外，應以銘牌標示哪些事項？
D5	batch11_e1	34	OSH-42	第47條	題幹疑似洩答	得乘載或吊升勞工從事作業	人字臂起重桿是否得乘載或吊升勞工從事作業？
D2	batch11_e2	14	OSH-42	第75條	正確選項缺依據	該條業經刪除，現行條文不再有該條之實體規定	本規則第六章升降機作業安全管理中，關於原第七十五條規定之現況為何？
D1	batch11_e2	15	OSH-42	第76條	選項b 疑似也對	機安全檢查構造標準或國家標準CNS1362	雇主對於營建用升降機之構造，應符合何項規定？
D2	batch11_e2	16	OSH-42	第78條	正確選項缺依據	不得搭載人員，本條並未設有例外之但書規定	設計上專供載貨用之升降機，關於人員搭載有何規定？
D1	batch11_e2	21	OSH-42	第84條	選項c 疑似也對	積載荷重一點二倍之荷重置於搬器上實施升降動作	中型營建用提升機設置完成時應實施之荷重試驗，其荷重及紀錄保存期間為何？
D1	batch11_e2	24	OSH-42	第88條	選項b 疑似也對	搬器之升降而可能危及勞工之場所	營建用提升機使用時，雇主應禁止勞工進入之工作場所不包括下列何者？
D2	batch11_e2	24	OSH-42	第88條	正確選項缺依據	提升機基座外圍五公尺以上且無升降影響之通行區域	營建用提升機使用時，雇主應禁止勞工進入之工作場所不包括下列何者？
D1	batch11_e2	30	OSH-42	第94條	選項c 疑似也對	積載荷重一點二倍之荷重置於搬器上實施升降動作	簡易提升機設置完成時應實施之荷重試驗，其荷重及紀錄保存期間為何？
D2	batch11_e2	31	OSH-42	第95條	正確選項缺依據	應維持其效能	雇主對於簡易提升機之過捲預防裝置及其他安全裝置，應如何辦理？
D2	batch11_e2	39	OSH-42	第104條	正確選項缺依據	應禁止工作	吊籠於強風、大雨、大雪等惡劣氣候致勞工作業有危險之虞時，雇主應如何處理？
D1	batch11_f3	2	OSH-46	第2條	選項b 疑似也對	部核准投資興建及經營管理工業專用港之公民營事業機構	工業專用港之港口管理機關（構），係指何者？
D3	batch11_f3	20	OSH-46	第21條	選項a 中英數值不同	zh多:[1.5] en多:[5.0]	甲板至艙底之高度深逾多少公尺時，船方應設置安全通道供貨艙裝卸作業？
D3	batch11_f3	20	OSH-46	第21條	選項d 中英數值不同	zh多:[0.75] en多:[5.0, 7.0]	甲板至艙底之高度深逾多少公尺時，船方應設置安全通道供貨艙裝卸作業？
D1	batch11_f3	30	OSH-46	第29條	選項b 疑似也對	應在其堆放區周圍設置適當圍欄或警告標示	艙口蓋板因船上無適當位置堆放而須留置於碼頭上時，應如何處理？
D2	batch11_f3	37	OSH-46	第35條	正確選項缺依據	應設置堅固之插口供安裝金屬製艙口樑或蓋板；具取代插口功能設計者除外	船方應於艙口緣圍設置何種設備？有何例外？
D2	batch11_f4	9	OSH-46	第48條	正確選項缺依據	作業艙間有無使用乾冰、冷劑或可能缺氧情形，及有無殘留爆炸性、有毒性物質	船舶裝卸設施及作業環境詢問書之附表，包括下列何項詢問內容？
D2	batch11_f4	10	OSH-46	第48條	正確選項缺依據	是否曾由檢驗機構於規定期限內檢驗、有無檢查合格證明文件可供隨時查閱	詢問書就船舶裝卸設備所詢問之事項，主要為何？
D1	batch11_f4	13	OSH-46	第51條	選項d 疑似也對	公尺以上以利開啟艙口蓋板或移動艙口樑	堆置於船舶中層艙之貨物與艙口緣圍間之距離，船方應保持多少？
D3	batch11_f4	13	OSH-46	第51條	選項b 中英數值不同	zh多:[55.0] en多:[5.0, 50.0]	堆置於船舶中層艙之貨物與艙口緣圍間之距離，船方應保持多少？
D3	batch11_f4	13	OSH-46	第51條	選項c 中英數值不同	zh多:[75.0] en多:[5.0, 70.0]	堆置於船舶中層艙之貨物與艙口緣圍間之距離，船方應保持多少？
D3	batch11_f4	15	OSH-46	第52條	選項b 中英數值不同	zh多:[500.0] en多:[5.0]	起重機具、絞盤或其他裝卸機具上懸留物件，本標準如何規定？
D1	batch11_g1	1	OSH-48	第3條	選項b 疑似也對	不得逾第一項第一款至第七款以外勞工總數	經中央主管機關指定公告因窒礙難行而不適用勞動基準法之行業或工作者，其人數上限為何
D3	batch11_g1	1	OSH-48	第3條	選項a 中英數值不同	zh多:[5.0] en多:[7.0]	經中央主管機關指定公告因窒礙難行而不適用勞動基準法之行業或工作者，其人數上限為何
D2	batch11_g1	8	OSH-48	第10條之1	正確選項缺依據	調動後之職務等級與原職務相當，且應經勞工本人書面同意始得為之	雇主調動勞工工作時，除不得違反勞動契約約定外，應符合之原則不包括下列何者？
D2	batch11_g1	17	OSH-48	第20條	正確選項缺依據	未留用者依第十六條期間預告終止並依第十七條發給資遣費；留用者年資由新雇主繼續承認	事業單位改組或轉讓時，對未經新舊雇主商定留用之勞工及留用勞工之年資，應如何處理？
D2	batch11_g2	3	OSH-48	第63條	正確選項缺依據	應督促承攬人對其所僱勞工之勞動條件符合法令；違背職安法責任致職災者負連帶補償責任	承攬人工作場所在原事業單位範圍內或為其提供者，原事業單位之責任為何？
D5	batch11_g2	7	OSH-48	第66條、第79條	題幹疑似洩答	向技術生收取有關訓練費用	雇主可否向技術生收取有關訓練費用？違反者如何處罰？
D3	batch11_g2	8	OSH-48	第67條	選項b 中英數值不同	zh多:[8.0] en多:[80.0]	技術生訓練期滿後雇主留用者，其待遇及留用期間限制為何？
D2	batch11_g2	14	OSH-48	第76條	正確選項缺依據	違反任何人不得介入他人勞動契約抽取不法利益之規定者	勞動基準法第七十六條所定三年以下有期徒刑、拘役或科或併科四十五萬元以下罰金，係處
D2	batch11_g2	27	OSH-49	第1條	正確選項缺依據	勞動基準法第八十五條	勞動基準法施行細則之訂定法源依據為何？
D2	batch11_g2	31	OSH-49	第4條之1	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於勞動基準法施行細則第四條之一，下列敘述何者正確？
D1	batch11_g2	34	OSH-49	第7條	選項c 疑似也對	工資之議定調整計算結算與給付之日期及方法	勞動契約應依本法有關規定約定之事項，不包括下列何者？
D2	batch11_g2	34	OSH-49	第7條	正確選項缺依據	勞工個人之信用調查結果及婚姻生育規劃等私人事項	勞動契約應依本法有關規定約定之事項，不包括下列何者？
D1	batch11_g2	36	OSH-49	第7條之2	選項c 疑似也對	競業禁止之區域應以原雇主實際營業活動之範圍為限	競業禁止之約定未逾合理範疇，應符合之規定不包括下列何者？
D1	batch11_g2	36	OSH-49	第7條之2	選項d 疑似也對	競業禁止之職業活動範圍應具體明確且與勞工原職業活動範圍相同或	競業禁止之約定未逾合理範疇，應符合之規定不包括下列何者？
D2	batch11_g2	38	OSH-49	第8條	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於勞動基準法施行細則第八條，下列敘述何者正確？
D3	batch11_g2	41	OSH-49	第12條	選項d 中英數值不同	zh多:[8.0] en多:[80.0]	採計件工資之勞工，其所得基本工資應如何換算？
D2	batch11_g2	43	OSH-49	第14條	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於勞動基準法施行細則第十四條，下列敘述何者正確？
D2	batch11_g2	44	OSH-49	第14條之1	正確選項缺依據	應包括工資總額、各項目給付金額、得扣除項目金額及實際發給金額；得以紙本或電子資料	本法第二十三條所定工資各項目計算方式明細，應包括之事項及提供方式為何？
D1	batch11_g3	5	OSH-49	第20條	選項c 疑似也對	依本法第三十條之一第一項第二款或第三十二條第一項第二項第四項	下列何者非屬雇主應即公告周知之情形？
D2	batch11_g3	5	OSH-49	第20條	正確選項缺依據	依本法第三十八條規定核給勞工特別休假日數並發給未休日數之工資時	下列何者非屬雇主應即公告周知之情形？
D2	batch11_g3	11	OSH-49	第23條	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於勞動基準法施行細則第二十三條，下列敘述何者正確？
D2	batch11_g3	19	OSH-49	第28條	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於勞動基準法施行細則第二十八條，下列敘述何者正確？
D3	batch11_g3	21	OSH-49	第29條之1	選項d 中英數值不同	zh多:[4.0, 5.0, 1000.0] en多:[10.0]	估算本法第五十六條第二項退休金數額時，其平均工資及金額單位應如何處理？
D2	batch11_g3	39	OSH-49	第48條	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於勞動基準法施行細則第四十八條，下列敘述何者正確？
D2	batch11_g3	40	OSH-49	第49條	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於勞動基準法施行細則第四十九條，下列敘述何者正確？
D2	batch11_g4	7	OSH-37	第22條	正確選項缺依據	該條業經刪除，現行法律已無該條之實體規定內容	關於性別平等工作法第二十二條，下列敘述何者正確？
D1	batch11_g4	22	OSH-37	第38條之2	選項d 疑似也對	處新臺幣一萬元以上五萬元以下罰鍰並	最高負責人或僱用人經地方主管機關認定有性騷擾者，其罰鍰額度為何？
D3	batch11_g4	28	OSH-37	第40條	選項a 中英數值不同	zh多:[7.0, 31.0] en多:[13.0]	性別平等工作法之施行日期及一百十二年七月三十一日修正部分條文之施行日期為何？
D2	batch11_g4	29	OSH-38	第1條	正確選項缺依據	性別平等工作法第三十九條	性別平等工作法施行細則之訂定法源依據為何？
D2	batch11_g4	33	OSH-38	第4條	正確選項缺依據	該條業經刪除，現行細則已無該條之實體規定內容	關於性別平等工作法施行細則第四條，下列敘述何者正確？
D2	batch11_g4	36	OSH-38	第6條	正確選項缺依據	應依曆連續計算	本法第十五條第一項規定產假期間之計算，應如何辦理？
D2	batch11_g4	39	OSH-38	第10條	正確選項缺依據	依各該社會保險相關法令之規定辦理	依本法第十六條第二項規定繼續參加原有社會保險者，其投保手續、投保金額、保險費繳納
D2	batch11_j1	11	OSH-01	第54條	正確選項缺依據	由中央主管機關訂定，即由勞動部依本法第五十四條之授權訂定發布	職業安全衛生法施行細則之訂定機關為何？
D2	batch11_j1	12	OSH-01	第55條	正確選項缺依據	由行政院定之，而非採自公布日施行或公布後特定日數施行之方式	職業安全衛生法之施行日期如何決定？
D2	batch11_j1	14	OSH-02	第5條	正確選項缺依據	該條業經刪除而無規範內容；自營作業者之定義現規定於本細則第二條	職業安全衛生法施行細則第五條之現行狀態為何？
D2	batch11_j1	17	OSH-02	第9條	正確選項缺依據	該條業經刪除而無內容；合理可行範圍及風險評估之定義規定於第八條	本細則第九條目前之規範內容為何？
D2	batch11_j1	18	OSH-02	第10條	正確選項缺依據	業經刪除而無規範內容；中央主管機關指定之機械設備器具種類規定於第十二條	本細則第十條之現行效力為何？
D2	batch11_j1	26	OSH-02	第28條	正確選項缺依據	該條已刪除；體格檢查與各類健康檢查之定義，現規定於本細則第二十七條	本細則第二十八條現行條文之內容為何？
D2	batch11_j1	27	OSH-02	第30條	正確選項缺依據	業經刪除而無規範內容；勞工接受檢查義務之範圍係規定於本細則第二十九條	本細則第三十條之現行狀態為何？
D2	batch11_j1	28	OSH-02	第31條	正確選項缺依據	已刪除而無內容；安全衛生組織之種類與定義係規定於本細則第三十二條	本細則第三十一條目前有無規範內容？
D3	batch11_j1	32	OSH-02	第39條	選項c 中英數值不同	zh多:[46.0] en多:[6.0, 40.0]	本法第三十一條第一項所稱有母性健康危害之虞之工作，包括下列何者？
D3	batch11_j1	36	OSH-02	第45條	選項c 中英數值不同	zh多:[21.0] en多:[20.0]	本法第三十五條所定之職業安全衛生諮詢會，其委員人數、任期及遴聘方式為何？
D2	batch11_j1	37	OSH-02	第46條	正確選項缺依據	應依勞動檢查法之相關規定辦理，包括其檢查、通知改善及停工之程序規定	勞動檢查機構依本法第三十六條第一項規定實施安全衛生檢查、通知限期改善或停工之程序
D2	batch11_j1	40	OSH-02	第53條	正確選項缺依據	策略及規劃、法規及制度、推動及實施、督導及成效評估、檢討及持續改善等事項	直轄市與縣（市）主管機關及各目的事業主管機關應積極辦理之職業安全衛生業務，包括下
D2	batch11_j1	43	OSH-25	第9條	正確選項缺依據	自發布日施行，並未另定緩衝期間或分階段適用之規定	本認定標準之施行日期規定為何？
D1	batch11_j2	7	OSH-03	第18條	選項b 疑似也對	代行檢查機構之資格條件與所負責任考評及獎勵辦法暨代行檢查員之	代行檢查機構之資格條件、責任、考評及獎勵辦法，與代行檢查員之資格及訓練，應由何機
D2	batch11_j2	27	OSH-04	第16條	正確選項缺依據	應依刑事訴訟法之相關規定辦理，包括搜索票之聲請與其執行程序	勞動檢查員依本法第十六條規定執行搜索、扣押時，應依何種法律規定辦理？
D2	batch11_j2	39	OSH-04	第30條	正確選項缺依據	業經刪除而無規範內容；危險物、有害物之數量現依第二十九條附表認定	勞動檢查法施行細則第三十條之現行狀態為何？
D2	batch11_j2	40	OSH-04	第32條	正確選項缺依據	已刪除而無內容；重大職業災害之類型係規定於本細則第三十一條	本細則第三十二條目前有無規範內容？
D3	batch11_j2	40	OSH-04	第32條	選項c 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	本細則第三十二條目前有無規範內容？
D3	batch11_j2	44	OSH-04	第20條、第38條	選項c 中英數值不同	zh多:[7.0] en多:[23.0]	本法第三十一條第四項所定之代行檢查證，準用本細則何條規定？
D2	batch11_j2	46	OSH-04	第40條	正確選項缺依據	業經刪除，其所屬之第六章亦已刪除，現行細則自第四十一條規定施行日期	本細則第四十條之現行效力為何？
D2	batch11_k1	1	OSH-09	第5條、第9條、第76條、第89條	正確選項缺依據	第五條、第九條、第七十六條及第八十九條等四條條文，現行條文均已刪除	職業安全衛生管理辦法歷經多次修正，下列哪一組條文之現行條文均已刪除而無實質內容？
D3	batch11_k1	1	OSH-09	第5條、第9條、第76條、第89條	選項a 中英數值不同	zh多:[4.0] en多:[5.0, 9.0, 76.0, 89.0]	職業安全衛生管理辦法歷經多次修正，下列哪一組條文之現行條文均已刪除而無實質內容？
D3	batch11_k1	1	OSH-09	第5條、第9條、第76條、第89條	選項b 中英數值不同	zh多:[4.0] en多:[10.0, 11.0, 12.0, 87.0]	職業安全衛生管理辦法歷經多次修正，下列哪一組條文之現行條文均已刪除而無實質內容？
D3	batch11_k1	1	OSH-09	第5條、第9條、第76條、第89條	選項c 中英數值不同	zh多:[4.0] en多:[13.0, 14.0, 15.0, 80.0]	職業安全衛生管理辦法歷經多次修正，下列哪一組條文之現行條文均已刪除而無實質內容？
D4	batch11_k1	6	OSH-09	第18條	選項a與b過於相似	0.99	雇主對以動力驅動之離心機械，應多久定期實施檢查一次？檢查項目包括哪些？
D4	batch11_k1	8	OSH-09	第23條	選項a與b過於相似	0.97	雇主對營建用提升機應多久實施定期檢查一次？其檢查項目為何？
D4	batch11_k1	15	OSH-09	第36條	選項a與b過於相似	0.99	雇主對小型壓力容器應多久定期實施檢查一次？其法定檢查項目為何？
D1	batch11_k1	20	OSH-09	第50條之1	選項b 疑似也對	作業前就其制動裝置操作裝置及作業裝置之性能實施檢點	雇主對高空工作車，應於何時就哪些性能實施檢點？
D1	batch11_k1	21	OSH-09	第51條	選項b 疑似也對	制動裝置安全裝置控制裝置及鋼索通過部分狀況實施檢點	雇主對捲揚裝置應於何時實施檢點？其檢點項目為何？
D1	batch11_k1	24	OSH-09	第54條之1	選項b 疑似也對	作業前對搬器及升降路所有出入口門扉之連鎖裝置之性能實施檢點	雇主對營建用或載貨用之升降機，應於何時對何項裝置實施檢點？
D4	batch11_k1	29	OSH-09	第62條	選項a與b過於相似	0.97	雇主對高壓氣體消費設備應於何時檢點該設備有無異常？動作狀況之檢點頻率為何？
D2	batch11_k1	32	OSH-09	第67條	正確選項缺依據	打樁設備組立操作、擋土支撐組立拆除、露天開挖、隧道坑道開挖、混凝土、鋼架施工等作	雇主使勞工從事營造作業時，應使勞工就作業有關事項實施檢點之項目，下列何者為本辦法
D5	batch11_k1	33	OSH-09	第68條	題幹疑似洩答	應使該勞工就其作業有關事項實施檢點	雇主使勞工從事下列何種作業時，本辦法明定應使該勞工就其作業有關事項實施檢點？
D5	batch11_k1	44	OSH-09	第88條	題幹疑似洩答	勞工安全衛生管理人員資格	於本辦法發布日前依已廢止之舊設置辦法取得勞工安全衛生管理人員資格者，其資格效力為
D4	batch11_k2	8	OSH-11	第21條	選項a與b過於相似	0.97	認可訓練單位辦理第五條、第十二條第一項第一款等指定之教育訓練前，須具備何種評鑑資
D4	batch11_k2	11	OSH-11	第24條	選項a與b過於相似	0.97	經核定之訓練單位辦理安全衛生教育訓練，其辦理區域有何限制？何種情形不受限制？
D2	batch11_k2	21	OSH-11	第41條	正確選項缺依據	第四十一條已刪除；訓練單位之警告、罰鍰及撤銷廢止認可分依第三十八條至第四十條辦理	關於本規則罰則章之現行規定，下列敘述何者正確？
D3	batch11_k2	22	OSH-11	第42條之1	選項a 中英數值不同	zh多:[12.0] en多:[20.0]	本規則一百十四年九月四日修正施行前已對外招訓之非營利法人等訓練單位，應於何時前取
D3	batch11_k2	22	OSH-11	第42條之1	選項b 中英數值不同	zh多:[12.0] en多:[20.0]	本規則一百十四年九月四日修正施行前已對外招訓之非營利法人等訓練單位，應於何時前取
D3	batch11_k2	35	OSH-10	第29條	選項a 中英數值不同	zh多:[7.0] en多:[5.0, 17.0]	關於勞工健康保護規則之施行日期，下列敘述何者正確？
D3	batch11_k2	35	OSH-10	第29條	選項b 中英數值不同	zh多:[7.0] en多:[5.0, 17.0]	關於勞工健康保護規則之施行日期，下列敘述何者正確？
D3	batch11_k2	35	OSH-10	第29條	選項c 中英數值不同	zh多:[7.0] en多:[5.0, 17.0]	關於勞工健康保護規則之施行日期，下列敘述何者正確？
D3	batch11_k2	35	OSH-10	第29條	選項d 中英數值不同	zh多:[7.0] en多:[5.0, 17.0]	關於勞工健康保護規則之施行日期，下列敘述何者正確？
D4	batch11_k2	42	OSH-22	第13條	選項a與b過於相似	0.98	雇主採取母性健康保護措施時，應遵守哪些原則？勞工對該措施有無配合義務？
D3	batch11_k2	44	OSH-22	第16條	選項c 中英數值不同	zh多:[9.0] en多:[5.0]	關於女性勞工母性健康保護實施辦法之施行日期，下列敘述何者正確？
D1	batch11_l1	2	OSH-18	第7條	選項d 疑似也對	得通過豎管輸往作業室者應在該管接近作業室之處設置	輸往沈箱之作業室或氣閘室之輸氣管，其配置及安全裝置有何規定？
D5	batch11_l1	35	OSH-18	第89條	題幹疑似洩答	設置開關及插座等電路連接器	減壓艙內部得否設置開關及插座等電路連接器？
D3	batch11_l1	40	OSH-18	第94條	選項a 中英數值不同	zh多:[7.0] en多:[94.0]	本標準一百零一年一月四日及一百零三年六月二十五日修正條文，分別自何日施行？
D3	batch11_l1	40	OSH-18	第94條	選項c 中英數值不同	zh多:[7.0] en多:[94.0]	本標準一百零一年一月四日及一百零三年六月二十五日修正條文，分別自何日施行？
D2	batch11_l2	9	OSH-16	第6條	正確選項缺依據	應使光度均勻，避免明暗不一造成視機能負荷	從事第三條第六款、第七款規定之作業而採用發光背景時，應符合何種要求？
D2	batch11_l2	17	OSH-17	第6條	正確選項缺依據	改善作業方法、降低作業頻率、縮短搬運距離、減少物體重量及調整搬運速度	為降低重體力勞動之負荷，雇主應致力於哪些改善事項？
D2	batch11_l2	24	OSH-23	第8條	正確選項缺依據	設自動手動狀態變換開關與動作狀態指示燈、自動動作指示燈、接地用端子，其他開關設護	機器人之固定式控制面盤，應符合哪些規定？
D2	batch11_l2	25	OSH-23	第10條	正確選項缺依據	輸出緊急停止或自動停止顯示及停止關連機器訊號之端子、輸入關連機器故障停止訊號之端	雇主所使用之機器人，應設置哪些訊號端子？
D5	batch11_l2	26	OSH-23	第11條	題幹疑似洩答	教導相關作業及檢查相關作業	就教導相關作業及檢查相關作業，雇主設置之機器人應具備何種性能？
D2	batch11_l2	32	OSH-23	第17條	正確選項缺依據	購入價格、折舊年限、保險投保金額及維修廠商之聯絡方式等商務資料	雇主設置機器人時，應依說明書確實查對之事項不包括下列何者？
D2	batch11_m1	1	OSH-39	第4條	正確選項缺依據	該條已刪除，相關事項改依其後條文指引之勞工健康保護規則等法規辦理	鉛中毒預防規則第四條之現行狀態及其原規範事項現由何規定承接？
D2	batch11_m1	32	OSH-39	第35條	正確選項缺依據	應設置淋浴設備供勞工使用	雇主使勞工從事粉狀之鉛、鉛混存物或燒結礦混存物之處理作業者，應設置何種設備？
D3	batch11_m1	44	OSH-39	第50條	選項b 中英數值不同	zh多:[7.0, 113.0] en多:[2014.0]	鉛中毒預防規則一百十三年六月十三日修正發布之第二十六條第二項、第三十一條第二項至
D3	batch11_m2	5	OSH-40	第8條	選項c 中英數值不同	zh多:[23.0] en多:[20.0]	加鉛汽油用儲槽作業之換氣裝置應達到何種標準？監視人員之配置及防護具供給有何規定？
D2	batch11_m2	18	OSH-40	第25條	正確選項缺依據	肥皂或適當清洗劑、洗眼液吸附劑及急救藥品、氧化劑活性白土等防止擴散材料、整補材料	雇主於處理四烷基鉛或加鉛汽油作業之場所，應置備下列何種藥品材料？
D2	batch11_m2	20	OSH-40	第28條	正確選項缺依據	僅適用禁用加鉛汽油清洗、事故退避、置備藥品材料、儲藏規定及空容器處理等條文	雇主使勞工於隔離室以遙控方式從事四烷基鉛作業時，僅適用本規則之哪些條文？
D3	batch11_m2	44	OSH-47	第29條	選項a 中英數值不同	zh多:[7.0] en多:[5.0, 12.0, 17.0, 18.0]	有機溶劑中毒預防規則之施行日期規定為何？
D3	batch11_m2	44	OSH-47	第29條	選項b 中英數值不同	zh多:[7.0] en多:[5.0, 12.0, 17.0, 18.0]	有機溶劑中毒預防規則之施行日期規定為何？
D2	batch11_n1	11	OSH-50	第11條	正確選項缺依據	電弧爐上作業、泄漿、熔融鈹等之抽氣、浮碴清除及澆注等作業場所應設局部排氣裝置；並	以電弧爐融出之鈹等製造鈹合金製程中，何項作業場所應設局部排氣裝置？電極插入部分間
D5	batch11_n1	11	OSH-50	第11條	題幹疑似洩答	作業場所應設局部排氣裝置	以電弧爐融出之鈹等製造鈹合金製程中，何項作業場所應設局部排氣裝置？電極插入部分間
D5	batch11_n1	23	OSH-50	第23條	題幹疑似洩答	警報用器具及除卻危害之	雇主使勞工處置、使用丙類第一種物質或丁類物質之合計達多少數量以上時，應置備警報用
D3	batch11_n1	43	OSH-50	第51條	選項a 中英數值不同	zh多:[7.0] en多:[112.0]	本標準一百十年九月十六日修正發布之第十七條第二項、第三十八條第二項至第四項及第三
D3	batch11_n1	43	OSH-50	第51條	選項b 中英數值不同	zh多:[9.0] en多:[110.0]	本標準一百十年九月十六日修正發布之第十七條第二項、第三十八條第二項至第四項及第三
D3	batch11_n1	43	OSH-50	第51條	選項d 中英數值不同	zh多:[7.0] en多:[113.0]	本標準一百十年九月十六日修正發布之第十七條第二項、第三十八條第二項至第四項及第三
